login_id,account_id,timestamp,success_flag,device_id,ip_address,geo_hash,browser_fingerprint,password_reset_recent,device_seen_before,label_ato
4429,12957,2025-03-07 07:58:58,1,201369,10.29.166.105,AKL,fp_10430,0,1,0
4430,10079,2025-01-14 21:17:43,1,200836,10.113.231.76,CHC,fp_61921,0,1,0
4431,11630,2025-02-06 18:50:12,1,200868,10.148.195.68,WLG,fp_79736,0,1,0
4432,10292,2025-03-28 05:43:36,1,201545,10.198.207.230,WLG,fp_84685,0,1,0
4433,10721,2025-02-05 23:59:39,1,202147,10.137.82.108,SYD,fp_69960,0,1,0
4434,11730,2025-01-21 15:53:53,1,202115,10.107.44.65,AKL,fp_62192,0,1,0
4435,12109,2025-02-24 07:31:25,1,202349,10.100.127.0,AKL,fp_48043,0,1,0
4436,11277,2025-01-19 14:10:15,1,202113,10.103.0.63,DUD,fp_13931,0,1,0
4437,11772,2025-01-28 11:31:47,1,202194,10.24.119.96,MEL,fp_88423,0,1,0
4438,10116,2025-03-26 10:58:43,1,202252,10.56.216.222,WLG,fp_54600,0,1,0
4439,11207,2025-02-18 19:23:40,1,200421,10.170.227.58,AKL,fp_79289,0,1,0
4440,12664,2025-01-29 06:18:01,1,201737,10.41.183.121,WLG,fp_22223,0,1,0
4441,12535,2025-03-12 17:21:07,1,201010,10.181.34.195,AKL,fp_60858,0,1,0
4442,10006,2025-03-01 14:08:38,1,200249,10.145.140.48,CHC,fp_93477,0,1,0
4443,11877,2025-03-29 03:44:02,1,200567,10.21.74.68,DUD,fp_18065,0,1,0
4444,12979,2025-01-05 01:25:16,1,201491,10.148.71.198,WLG,fp_17018,0,1,0
4445,12731,2025-01-03 07:13:45,1,200981,10.170.146.95,CHC,fp_87667,0,1,0
4446,12896,2025-02-15 22:21:24,1,202295,10.164.95.200,WLG,fp_99771,0,1,0
4447,10051,2025-01-10 20:31:08,1,201707,10.177.167.199,SYD,fp_81226,0,1,0
4448,11612,2025-03-24 17:39:38,1,200613,10.215.64.157,AKL,fp_51248,0,0,0
4449,10122,2025-01-20 07:08:57,1,201144,10.131.71.237,CHC,fp_18047,0,1,0
4450,11141,2025-01-19 12:50:14,1,200825,10.162.117.255,WLG,fp_54777,0,1,0
4451,11870,2025-03-03 08:11:30,0,200720,10.160.208.11,DUD,fp_36505,0,1,0
4452,10243,2025-03-07 10:13:07,1,201996,10.15.56.148,AKL,fp_50665,0,1,0
4453,10413,2025-03-17 11:40:22,1,200267,10.125.80.76,AKL,fp_11171,0,1,0
4454,10640,2025-03-28 16:37:21,1,200662,10.213.252.29,AKL,fp_19172,0,1,0
4455,10741,2025-02-03 00:49:07,1,201029,10.218.8.192,WLG,fp_75303,0,0,0
4456,12136,2025-03-22 10:32:02,1,202204,10.221.174.163,CHC,fp_28284,0,1,0
4457,11911,2025-03-06 16:16:54,1,200436,10.232.50.186,CHC,fp_66403,0,0,0
4458,10783,2025-01-15 14:59:45,1,202245,10.141.189.179,SYD,fp_13756,0,1,0
4459,11288,2025-03-31 20:43:09,1,201568,10.217.73.67,MEL,fp_83935,0,1,0
4460,12779,2025-01-15 06:27:17,1,201519,10.213.146.84,WLG,fp_85829,0,1,0
4461,13045,2025-03-02 09:16:49,0,200544,10.132.51.187,SYD,fp_16128,0,1,0
4462,11788,2025-01-07 15:15:11,1,201624,10.53.162.211,SYD,fp_22489,0,0,0
4463,11970,2025-03-05 14:08:33,1,201177,10.59.85.48,WLG,fp_68701,0,1,0
4464,12590,2025-03-16 17:01:40,1,201926,10.208.71.219,DUD,fp_52304,0,1,0
4465,13187,2025-01-16 14:47:41,1,201675,10.201.150.66,WLG,fp_20649,0,0,0
4466,13174,2025-03-12 14:22:12,1,202240,10.129.52.169,SYD,fp_44817,0,1,0
4467,11961,2025-03-11 00:18:48,1,200031,10.62.168.160,SYD,fp_58721,0,1,0
4468,12925,2025-03-27 11:33:59,0,202368,10.135.52.161,AKL,fp_72635,0,1,0
4469,10281,2025-03-27 08:24:44,1,201367,10.6.241.213,MEL,fp_33825,0,1,0
4470,11915,2025-02-26 01:38:30,1,200148,10.144.61.205,SYD,fp_16435,0,0,1
4471,10255,2025-01-31 11:31:08,1,202127,10.4.206.187,SYD,fp_41050,0,1,0
4472,13067,2025-02-04 14:42:16,1,202129,10.85.13.168,AKL,fp_58215,0,1,0
4473,11906,2025-03-23 20:42:29,1,201493,10.163.87.161,MEL,fp_39868,0,1,0
4474,11367,2025-03-28 21:40:20,1,202484,10.14.196.215,DUD,fp_76024,0,1,0
4475,12175,2025-02-04 15:35:57,1,200677,10.52.180.10,MEL,fp_20643,0,1,0
4476,11499,2025-02-14 03:59:12,1,202324,10.229.149.6,AKL,fp_74761,0,1,0
4477,10084,2025-01-15 19:24:55,1,201249,10.223.221.236,CHC,fp_41997,0,1,0
4478,11396,2025-03-14 04:41:22,1,201256,10.110.43.153,CHC,fp_95541,0,1,0
4479,10178,2025-03-22 22:37:53,1,202433,10.193.97.105,CHC,fp_73253,1,1,0
4480,12429,2025-01-13 02:34:56,1,200538,10.39.117.222,MEL,fp_49781,0,1,0
4481,11938,2025-02-07 12:20:56,1,200083,10.6.102.35,AKL,fp_49382,0,1,0
4482,12593,2025-01-09 07:58:48,1,201708,10.248.141.170,DUD,fp_78019,0,1,0
4483,11125,2025-03-21 21:45:23,1,201870,10.115.98.170,WLG,fp_89448,0,1,0
4484,12282,2025-01-21 02:26:06,1,202036,10.162.126.102,WLG,fp_42710,0,1,0
4485,11177,2025-01-07 08:25:28,1,201475,10.64.221.79,WLG,fp_48636,0,0,0
4486,10985,2025-02-17 19:46:18,1,200481,10.51.73.74,WLG,fp_86083,0,1,0
4487,12757,2025-02-13 09:14:23,1,201931,10.221.139.93,AKL,fp_95866,0,1,0
4488,13096,2025-03-20 07:30:00,1,200993,10.11.143.215,AKL,fp_40941,0,1,0
4489,10057,2025-01-03 18:44:28,1,200419,10.139.146.226,DUD,fp_74737,0,1,0
4490,12261,2025-02-13 17:51:40,1,201031,10.148.154.87,DUD,fp_30324,0,0,0
4491,10329,2025-02-15 21:12:06,1,200550,10.6.135.21,AKL,fp_61518,0,1,0
4492,10330,2025-02-12 08:31:47,1,202483,10.171.174.46,MEL,fp_43742,0,1,0
4493,10920,2025-01-14 12:17:55,1,202360,10.255.43.190,CHC,fp_83391,0,0,0
4494,10102,2025-02-17 04:32:58,1,200219,10.42.106.43,MEL,fp_70428,0,1,0
4495,11852,2025-02-27 02:52:58,1,201946,10.187.100.243,AKL,fp_28036,0,0,0
4496,10533,2025-03-17 06:08:12,1,201175,10.35.236.120,MEL,fp_17736,0,1,0
4497,13060,2025-03-01 20:44:49,0,202027,10.9.215.73,AKL,fp_32133,0,1,0
4498,11023,2025-03-17 20:17:50,1,201801,10.44.204.23,DUD,fp_54446,0,1,0
4499,10017,2025-01-20 14:23:53,1,200865,10.210.49.106,MEL,fp_69929,0,0,0
4500,10540,2025-01-16 23:45:04,1,201116,10.80.94.66,CHC,fp_24375,1,1,0
4501,12234,2025-01-26 07:28:23,0,201304,10.117.26.87,AKL,fp_52684,0,1,0
4502,12560,2025-03-08 16:30:55,0,200216,10.70.179.127,WLG,fp_95127,0,1,0
4503,11407,2025-01-13 23:53:11,1,200412,10.209.44.99,AKL,fp_94872,0,0,0
4504,10848,2025-01-02 01:47:52,1,200398,10.90.109.19,AKL,fp_42313,1,1,0
4505,12653,2025-01-18 02:36:48,1,200160,10.19.8.97,SYD,fp_94771,0,1,0
4506,12863,2025-01-14 20:24:29,1,200508,10.83.107.0,AKL,fp_23177,0,1,0
4507,12523,2025-03-10 06:55:57,1,202041,10.111.200.203,MEL,fp_23005,0,1,0
4508,11679,2025-02-24 00:35:53,1,200568,10.223.120.80,SYD,fp_85754,0,1,0
4509,12218,2025-03-02 13:42:10,1,200249,10.121.136.226,AKL,fp_35266,0,1,0
4510,12536,2025-01-27 09:42:16,1,202193,10.102.160.160,WLG,fp_24153,0,1,0
4511,12753,2025-01-08 03:58:16,1,200131,10.238.137.53,AKL,fp_71909,0,1,0
4512,10265,2025-01-14 02:44:04,0,201803,10.222.169.66,SYD,fp_58900,0,1,0
4513,11743,2025-01-31 17:36:18,0,200800,10.16.19.154,AKL,fp_26979,0,1,0
4514,13162,2025-01-20 06:44:26,0,200227,10.54.33.87,AKL,fp_86727,0,1,0
4515,10409,2025-03-14 09:00:54,1,202347,10.78.198.171,WLG,fp_91656,0,1,0
4516,13174,2025-03-27 00:44:16,1,202414,10.34.13.131,AKL,fp_24314,0,1,0
4517,10649,2025-01-05 11:01:03,1,201700,10.146.250.66,MEL,fp_49999,0,1,0
4518,12653,2025-01-11 15:15:25,1,200806,10.117.89.243,DUD,fp_76850,0,1,0
4519,11820,2025-01-23 13:33:52,1,201350,10.215.244.124,WLG,fp_89767,0,1,0
4520,10535,2025-03-18 06:57:12,1,200219,10.4.66.96,WLG,fp_21890,0,1,0
4521,11078,2025-03-30 11:59:05,1,200073,10.200.83.245,AKL,fp_72221,0,1,0
4522,10148,2025-01-27 21:04:43,1,200766,10.10.13.245,DUD,fp_65168,0,1,0
4523,11537,2025-03-14 04:32:25,1,200713,10.216.20.57,AKL,fp_33031,0,1,0
4524,12967,2025-01-04 07:21:06,1,201266,10.191.100.160,WLG,fp_20713,0,1,0
4525,10523,2025-02-22 03:26:07,1,200550,10.18.183.146,DUD,fp_40478,0,1,0
4526,10855,2025-01-13 01:38:06,1,201643,10.249.28.225,WLG,fp_41022,0,1,0
4527,11429,2025-03-27 23:45:57,1,202161,10.236.43.221,MEL,fp_15317,0,1,0
4528,10069,2025-02-12 06:02:32,1,200114,10.80.26.156,MEL,fp_87419,0,1,0
4529,12600,2025-02-19 04:37:02,0,201252,10.51.62.148,AKL,fp_59741,0,1,0
4530,12269,2025-02-20 20:37:09,1,201455,10.78.113.16,AKL,fp_42862,0,1,0
4531,11521,2025-03-18 23:13:48,1,201494,10.69.39.86,AKL,fp_37340,0,1,0
4532,10528,2025-03-31 00:26:10,1,201171,10.10.56.99,SYD,fp_35996,0,1,0
4533,11552,2025-03-08 11:02:54,1,201786,10.70.45.96,WLG,fp_86577,0,1,0
4534,11622,2025-02-26 22:53:17,1,201710,10.172.166.43,AKL,fp_97454,0,0,0
4535,11301,2025-01-24 18:08:03,1,202041,10.13.193.110,WLG,fp_28324,0,1,0
4536,11687,2025-01-27 21:53:26,1,201145,10.171.51.0,WLG,fp_92747,0,1,0
4537,12554,2025-03-09 19:12:14,1,201716,10.103.229.151,CHC,fp_41181,0,0,0
4538,12062,2025-01-25 09:44:28,1,200095,10.123.16.251,SYD,fp_90769,0,1,0
4539,10744,2025-01-11 01:05:24,1,201323,10.24.175.122,CHC,fp_78651,0,0,0
4540,12347,2025-03-14 16:56:14,1,201146,10.41.138.195,AKL,fp_22492,0,1,0
4541,11804,2025-01-21 04:14:36,1,201307,10.75.138.66,CHC,fp_90950,1,1,0
4542,10991,2025-01-30 01:45:00,1,201904,10.39.200.201,AKL,fp_85017,0,1,0
4543,10072,2025-03-02 06:47:09,1,201061,10.96.121.37,MEL,fp_27836,0,1,0
4544,11193,2025-03-31 10:51:02,1,202310,10.71.100.97,AKL,fp_20771,0,1,0
4545,10416,2025-03-07 12:11:48,1,200469,10.157.137.208,SYD,fp_74610,0,0,0
4546,12535,2025-01-12 00:43:44,1,202437,10.1.207.128,SYD,fp_87702,0,1,0
4547,10251,2025-01-25 16:06:28,1,200360,10.151.50.156,AKL,fp_44963,0,1,0
4548,11508,2025-03-31 00:55:38,0,202423,10.248.155.38,WLG,fp_13032,0,1,0
4549,11060,2025-03-06 06:39:37,1,201269,10.47.42.146,MEL,fp_31872,0,1,0
4550,11640,2025-03-28 15:06:30,1,201657,10.101.193.105,WLG,fp_37826,0,1,0
4551,11636,2025-01-16 04:41:02,1,202163,10.210.184.38,MEL,fp_62317,0,1,0
4552,12855,2025-02-18 16:46:52,1,201895,10.63.228.39,AKL,fp_95342,0,1,0
4553,11264,2025-03-01 15:15:27,1,200423,10.158.244.172,AKL,fp_25643,0,1,0
4554,11008,2025-03-02 02:15:34,1,200714,10.172.219.213,SYD,fp_59260,0,1,0
4555,10990,2025-01-06 04:55:58,1,200111,10.74.184.222,CHC,fp_28899,0,0,0
4556,12272,2025-03-20 22:46:17,1,202067,10.31.186.23,MEL,fp_10862,0,1,0
4557,10360,2025-03-29 20:00:58,1,201714,10.89.117.226,WLG,fp_52067,1,1,0
4558,10561,2025-02-05 02:47:11,1,202400,10.176.57.122,AKL,fp_31767,1,1,0
4559,13160,2025-01-05 23:07:05,1,201152,10.65.230.246,AKL,fp_55064,0,1,0
4560,12678,2025-01-31 00:45:20,1,200153,10.221.82.196,WLG,fp_92129,0,1,0
4561,12467,2025-03-08 10:24:49,1,200039,10.75.40.194,AKL,fp_84946,0,1,0
4562,10314,2025-01-23 17:59:23,1,202403,10.163.255.54,AKL,fp_23952,0,1,0
4563,11695,2025-01-22 12:33:49,0,202316,10.29.155.7,CHC,fp_61245,0,1,0
4564,10131,2025-03-14 21:25:07,0,201346,10.214.255.76,WLG,fp_30905,0,1,0
4565,12865,2025-01-25 00:03:09,1,201297,10.252.187.242,CHC,fp_73155,0,1,0
4566,13005,2025-02-21 18:12:51,1,202493,10.136.19.160,CHC,fp_22894,0,1,0
4567,12555,2025-03-29 21:30:38,1,201017,10.0.117.219,MEL,fp_14223,0,0,0
4568,11831,2025-03-13 23:44:28,1,201354,10.102.64.187,AKL,fp_46601,0,1,0
4569,13107,2025-01-31 03:51:03,1,202062,10.205.38.116,AKL,fp_50999,1,0,0
4570,10897,2025-03-24 00:57:46,1,200131,10.16.250.65,CHC,fp_73123,0,1,0
4571,12445,2025-03-29 23:51:47,1,200639,10.221.47.71,AKL,fp_97430,0,0,0
4572,11276,2025-03-20 09:07:34,1,201041,10.106.140.47,CHC,fp_56777,0,1,0
4573,12201,2025-03-29 13:32:28,1,201312,10.22.146.170,CHC,fp_45167,1,1,0
4574,10819,2025-03-31 16:04:37,1,200558,10.37.240.29,WLG,fp_32004,0,1,0
4575,11984,2025-02-13 00:07:41,1,200168,10.23.114.152,AKL,fp_51750,0,1,0
4576,10048,2025-01-09 05:31:36,1,200643,10.240.112.181,AKL,fp_78213,0,1,0
4577,12487,2025-01-28 06:13:41,1,201326,10.239.170.82,CHC,fp_82669,0,1,0
4578,11015,2025-01-15 03:26:22,1,200300,10.61.65.17,MEL,fp_38217,0,1,0
4579,11952,2025-02-05 06:13:22,1,202257,10.34.166.144,CHC,fp_46786,0,1,0
4580,12675,2025-03-27 23:41:55,1,200735,10.155.116.251,WLG,fp_85379,0,1,0
4581,10682,2025-01-24 14:31:19,1,201850,10.28.8.221,AKL,fp_33811,0,1,0
4582,11211,2025-02-20 03:25:39,1,200264,10.152.244.169,CHC,fp_49104,0,1,0
4583,10736,2025-03-28 03:30:29,0,201959,10.164.144.162,CHC,fp_11880,0,1,0
4584,11954,2025-02-10 18:38:46,1,200334,10.121.245.98,AKL,fp_62959,0,0,0
4585,10524,2025-03-19 00:51:41,1,201315,10.95.24.55,AKL,fp_63659,0,1,0
4586,12282,2025-01-27 05:29:12,1,200548,10.245.244.231,CHC,fp_88201,0,1,0
4587,11399,2025-02-28 08:35:41,1,200372,10.87.233.213,AKL,fp_48087,0,1,1
4588,11229,2025-02-13 02:07:46,1,201998,10.108.20.23,AKL,fp_73513,0,1,0
4589,11500,2025-03-24 05:00:29,1,202236,10.139.138.48,SYD,fp_50781,0,1,0
4590,11085,2025-03-26 07:40:59,1,201103,10.193.87.59,AKL,fp_34682,0,1,0
4591,10887,2025-01-18 16:05:41,1,202274,10.155.82.138,MEL,fp_81972,1,1,0
4592,11275,2025-03-16 11:37:12,1,200374,10.177.215.144,CHC,fp_57608,0,1,0
4593,11861,2025-01-23 03:38:04,1,200467,10.81.128.27,WLG,fp_37771,0,0,0
4594,13130,2025-02-11 00:57:27,0,201238,10.98.213.138,CHC,fp_24195,0,1,0
4595,10793,2025-02-15 18:31:36,0,202469,10.86.33.247,WLG,fp_34574,0,1,0
4596,11751,2025-02-21 06:23:44,1,200766,10.19.150.174,AKL,fp_21485,0,1,0
4597,11166,2025-03-06 14:10:46,1,200286,10.214.239.251,WLG,fp_95772,0,1,0
4598,10499,2025-02-02 07:15:15,1,202027,10.207.112.99,AKL,fp_65385,0,1,0
4599,12107,2025-01-07 07:54:51,1,200457,10.252.96.231,SYD,fp_89599,0,1,0
4600,10876,2025-03-09 03:00:58,1,202180,10.247.87.184,WLG,fp_48164,0,1,0
4601,12278,2025-03-26 23:32:14,1,201572,10.124.144.15,WLG,fp_94472,0,1,0
4602,10779,2025-02-17 08:46:34,1,202290,10.50.213.26,MEL,fp_30567,0,1,0
4603,11818,2025-02-19 23:06:36,0,200734,10.76.188.113,WLG,fp_92508,0,0,0
4604,11437,2025-03-10 20:21:51,1,201802,10.97.223.120,WLG,fp_60701,0,1,0
4605,10778,2025-02-07 03:03:38,1,200610,10.5.65.4,AKL,fp_47210,0,1,0
4606,10436,2025-01-06 19:21:24,1,200993,10.80.255.213,MEL,fp_58872,0,1,0
4607,10302,2025-02-07 10:44:02,1,202188,10.129.108.191,CHC,fp_27753,0,1,0
4608,12882,2025-03-20 15:37:03,1,202074,10.57.171.190,CHC,fp_64607,0,1,0
4609,12480,2025-01-21 06:38:38,1,201632,10.89.234.36,CHC,fp_60128,0,1,0
4610,10429,2025-03-14 13:15:41,1,200831,10.201.23.140,CHC,fp_67879,0,1,0
4611,11431,2025-02-27 19:23:14,1,200749,10.178.218.172,AKL,fp_32424,0,1,0
4612,10396,2025-03-01 16:19:34,1,200922,10.54.131.148,WLG,fp_31782,0,0,0
4613,10089,2025-03-15 09:35:19,1,201198,10.68.10.111,CHC,fp_32246,0,1,0
4614,10857,2025-03-31 12:15:48,1,201937,10.91.70.239,WLG,fp_36081,0,1,0
4615,11204,2025-01-20 15:44:43,1,201416,10.45.238.34,SYD,fp_11113,0,1,0
4616,13056,2025-03-31 07:58:32,1,201659,10.4.69.9,AKL,fp_97170,0,1,0
4617,10690,2025-03-27 09:29:14,1,201651,10.14.240.100,CHC,fp_55220,0,1,0
4618,12800,2025-03-17 18:04:17,1,201247,10.213.235.22,WLG,fp_34848,0,1,0
4619,12800,2025-03-19 18:10:12,1,200041,10.51.162.239,CHC,fp_65332,0,1,0
4620,10822,2025-02-10 19:48:36,1,202012,10.176.182.65,CHC,fp_78378,0,1,0
4621,11509,2025-03-30 22:40:13,1,202103,10.182.71.210,AKL,fp_42998,0,1,0
4622,10641,2025-03-23 22:39:52,0,200924,10.67.87.163,SYD,fp_80778,0,0,0
4623,10450,2025-03-18 13:58:26,1,202229,10.64.156.238,SYD,fp_41088,0,1,0
4624,10040,2025-03-31 08:22:16,0,200521,10.24.173.104,WLG,fp_46063,1,0,0
4625,10675,2025-02-27 19:21:21,1,201938,10.22.122.108,CHC,fp_63778,0,1,0
4626,13133,2025-03-16 04:53:02,1,202175,10.197.3.157,MEL,fp_68579,0,1,0
4627,11892,2025-02-22 13:46:07,0,201898,10.98.176.175,DUD,fp_67898,0,0,0
4628,12800,2025-01-31 12:16:03,1,201896,10.136.163.253,SYD,fp_14662,0,1,0
4629,12466,2025-03-14 14:40:50,1,201524,10.55.126.130,AKL,fp_65129,1,1,0
4630,10761,2025-03-22 22:33:27,1,200881,10.247.254.178,DUD,fp_17023,1,0,0
4631,12924,2025-02-10 15:21:32,1,200120,10.226.88.219,AKL,fp_20208,0,1,0
4632,11056,2025-01-26 07:26:42,1,200452,10.201.100.29,AKL,fp_29601,0,1,0
4633,11832,2025-01-03 15:17:05,1,202435,10.218.234.24,AKL,fp_82957,0,1,0
4634,12371,2025-02-09 19:18:06,1,202225,10.113.224.160,CHC,fp_62344,0,1,0
4635,10517,2025-01-01 04:40:59,1,201989,10.123.79.61,AKL,fp_98163,0,1,0
4636,13080,2025-02-11 08:54:43,1,201058,10.47.5.207,WLG,fp_94837,0,1,0
4637,10509,2025-03-07 08:05:16,1,200481,10.218.169.26,AKL,fp_80828,0,1,0
4638,11375,2025-02-12 01:17:51,1,200023,10.246.182.203,CHC,fp_22954,0,1,0
4639,11921,2025-01-08 23:05:53,1,200491,10.40.65.84,CHC,fp_43717,0,1,0
4640,10675,2025-03-18 05:48:05,1,201457,10.249.153.56,SYD,fp_24871,0,1,0
4641,11148,2025-03-09 06:25:44,1,201665,10.22.144.8,CHC,fp_44388,0,0,0
4642,10149,2025-02-05 18:07:33,1,200253,10.92.105.118,WLG,fp_62379,1,1,0
4643,11992,2025-03-08 14:22:07,1,201823,10.77.87.194,SYD,fp_60149,0,1,0
4644,12732,2025-03-08 19:31:32,1,202165,10.22.24.203,AKL,fp_37633,0,1,0
4645,11694,2025-02-12 16:41:58,1,201179,10.230.172.74,AKL,fp_35271,0,1,0
4646,10931,2025-01-25 08:41:31,1,200507,10.126.72.110,SYD,fp_52869,0,1,0
4647,11136,2025-03-19 19:03:48,0,201446,10.126.175.1,MEL,fp_80092,0,1,0
4648,12725,2025-03-27 04:31:26,1,202221,10.94.201.94,AKL,fp_82430,0,1,0
4649,10805,2025-01-31 08:48:10,1,201298,10.234.100.120,DUD,fp_74230,0,0,0
4650,13057,2025-03-30 09:41:30,1,202229,10.106.132.103,WLG,fp_57620,0,1,0
4651,10414,2025-03-20 11:28:30,1,202180,10.55.227.111,CHC,fp_17954,0,1,0
4652,11336,2025-01-30 15:03:16,1,202317,10.88.141.224,AKL,fp_99186,0,1,0
4653,10027,2025-03-29 23:41:56,1,202259,10.51.208.209,CHC,fp_52135,0,0,1
4654,12303,2025-03-31 14:01:00,1,201583,10.240.155.184,AKL,fp_47025,0,1,0
4655,11683,2025-01-04 18:58:20,0,202305,10.124.32.14,AKL,fp_63385,0,1,0
4656,10877,2025-01-18 14:09:05,1,200062,10.184.107.194,CHC,fp_37266,1,1,0
4657,11660,2025-01-10 04:25:58,1,200012,10.31.3.52,CHC,fp_79492,0,1,0
4658,12341,2025-01-19 11:35:25,1,200879,10.75.166.113,SYD,fp_85120,0,0,0
4659,10718,2025-03-19 22:57:57,0,202241,10.10.250.68,AKL,fp_77884,0,1,0
4660,11962,2025-01-04 13:24:22,1,200086,10.42.118.238,MEL,fp_16856,0,0,0
4661,11872,2025-03-27 10:48:56,1,200231,10.116.135.127,AKL,fp_25873,0,1,0
4662,10106,2025-03-31 05:55:02,0,201555,10.104.197.212,WLG,fp_43119,1,1,0
4663,10713,2025-01-22 09:50:47,1,202431,10.147.36.64,WLG,fp_42860,0,1,0
4664,10314,2025-01-20 23:00:44,1,200782,10.122.88.48,WLG,fp_64990,0,1,0
4665,11101,2025-02-02 01:40:57,1,200256,10.41.232.0,MEL,fp_63293,0,1,0
4666,11638,2025-03-30 21:20:20,1,202183,10.18.154.137,WLG,fp_45702,0,1,0
4667,10674,2025-01-30 01:38:08,1,202000,10.202.81.18,MEL,fp_97920,0,0,0
4668,11112,2025-03-23 00:20:48,1,201431,10.216.63.248,SYD,fp_97475,0,1,0
4669,11260,2025-02-20 05:34:54,1,200031,10.90.46.38,SYD,fp_20027,0,1,0
4670,10844,2025-01-01 02:51:07,1,201775,10.248.94.62,CHC,fp_49504,0,1,0
4671,11589,2025-02-16 08:53:24,1,201089,10.86.145.56,CHC,fp_27799,0,1,0
4672,11708,2025-01-09 22:02:53,1,200179,10.51.166.187,CHC,fp_92847,1,0,0
4673,10918,2025-03-06 10:21:20,1,201869,10.113.67.84,WLG,fp_87096,0,1,0
4674,10358,2025-03-05 09:50:55,1,200270,10.101.115.159,AKL,fp_23746,0,1,0
4675,11597,2025-01-08 16:35:15,1,201197,10.169.232.46,CHC,fp_35055,0,1,0
4676,12859,2025-02-14 09:26:56,1,200459,10.58.162.252,DUD,fp_29038,0,0,0
4677,10475,2025-02-01 23:52:59,1,200362,10.142.151.207,AKL,fp_97839,0,1,0
4678,13003,2025-01-04 14:55:32,1,200916,10.144.61.251,MEL,fp_21528,0,1,0
4679,12104,2025-03-09 23:46:47,1,200704,10.243.187.64,AKL,fp_24164,0,0,0
4680,13026,2025-03-01 13:08:25,0,200704,10.172.102.78,WLG,fp_90347,0,1,0
4681,10808,2025-01-28 17:38:55,0,202431,10.140.216.63,AKL,fp_86096,1,1,0
4682,10728,2025-01-16 16:05:47,1,201394,10.24.150.133,WLG,fp_64518,0,1,0
4683,10618,2025-01-26 01:28:56,1,202160,10.75.40.164,CHC,fp_75875,0,1,0
4684,10199,2025-03-16 13:19:38,1,201558,10.87.78.233,WLG,fp_29268,0,1,0
4685,11328,2025-01-13 02:07:51,1,201268,10.216.20.53,AKL,fp_54542,0,1,0
4686,11981,2025-01-23 01:40:22,1,201717,10.139.161.62,WLG,fp_90413,0,1,0
4687,12313,2025-03-29 11:00:06,0,201635,10.213.0.154,AKL,fp_41413,0,1,0
4688,13014,2025-02-06 05:41:45,1,201122,10.126.253.55,SYD,fp_79487,0,1,0
4689,12201,2025-03-20 09:46:49,1,200801,10.236.169.216,DUD,fp_87590,0,1,0
4690,10595,2025-03-05 19:14:40,1,201094,10.1.247.212,AKL,fp_57010,0,1,0
4691,10382,2025-03-21 00:09:35,1,202064,10.151.44.89,WLG,fp_76845,0,1,0
4692,11776,2025-03-05 03:59:37,1,200083,10.84.169.140,AKL,fp_46420,0,1,0
4693,10714,2025-03-09 20:09:07,1,200856,10.133.212.242,SYD,fp_20105,0,0,0
4694,13185,2025-02-02 20:03:25,1,200214,10.23.39.159,WLG,fp_59655,0,1,0
4695,11688,2025-01-31 12:29:44,1,200215,10.78.89.148,SYD,fp_76111,0,1,0
4696,12317,2025-02-11 20:46:04,1,200552,10.173.95.119,DUD,fp_58148,0,1,0
4697,10604,2025-03-11 21:36:39,1,200781,10.149.215.97,AKL,fp_77305,0,1,0
4698,13043,2025-03-24 21:33:27,1,202110,10.1.175.138,WLG,fp_89582,0,1,0
4699,12880,2025-01-02 09:16:31,1,200420,10.59.243.202,DUD,fp_80939,0,1,0
4700,11469,2025-02-13 12:38:57,1,201489,10.7.3.81,WLG,fp_46798,0,1,0
4701,12102,2025-01-29 04:23:30,1,200682,10.235.140.240,CHC,fp_29845,0,1,0
4702,12321,2025-03-19 10:29:05,1,200635,10.205.118.11,CHC,fp_52875,0,1,0
4703,12585,2025-01-07 17:00:11,0,202209,10.172.107.83,AKL,fp_84063,0,1,0
4704,10974,2025-01-28 14:01:00,1,201758,10.95.165.129,SYD,fp_13276,0,1,0
4705,12354,2025-03-24 21:59:16,1,200853,10.5.213.148,AKL,fp_90632,0,1,0
4706,13145,2025-01-29 17:49:05,1,200427,10.17.21.215,MEL,fp_53485,0,1,0
4707,10400,2025-01-20 08:39:26,1,201116,10.224.204.167,AKL,fp_98596,1,1,0
4708,12670,2025-02-10 00:39:20,0,202038,10.139.186.131,CHC,fp_53802,0,1,0
4709,11275,2025-01-14 09:45:56,1,200048,10.218.112.55,SYD,fp_42657,1,0,0
4710,12809,2025-02-11 07:45:09,1,201661,10.149.251.40,CHC,fp_85795,0,1,0
4711,10967,2025-01-20 08:27:46,1,202308,10.140.72.47,MEL,fp_52213,0,1,0
4712,12786,2025-01-15 04:35:21,1,202478,10.210.208.163,MEL,fp_84368,0,0,0
4713,10656,2025-03-08 18:46:47,1,201346,10.90.220.224,SYD,fp_11142,0,0,0
4714,12666,2025-02-13 04:17:37,1,201198,10.6.101.106,WLG,fp_43815,0,1,0
4715,12008,2025-03-19 02:49:26,1,202246,10.200.191.81,CHC,fp_93854,0,0,0
4716,10654,2025-03-28 14:35:13,1,200227,10.224.226.245,MEL,fp_50005,0,1,0
4717,11419,2025-03-28 20:25:50,1,202201,10.12.160.124,AKL,fp_24979,0,1,0
4718,12369,2025-01-15 13:35:42,1,200452,10.100.236.217,WLG,fp_52819,0,1,0
