device_id,first_seen,last_seen,num_linked_accounts,risk_score_external
201167,2024-11-17,2025-09-28,1,0.3501
201168,2024-10-16,2025-09-24,2,0.6146
201169,2024-12-14,2025-09-28,1,0.0183
201170,2024-09-18,2025-10-15,2,0.2728
201171,2024-12-22,2025-09-27,1,0.36
201172,2024-03-23,2025-09-01,1,0.4135
201173,2024-04-26,2025-09-14,1,0.0436
201174,2024-10-22,2025-09-22,1,0.0968
201175,2024-01-12,2025-10-24,1,0.2596
201176,2024-03-06,2025-08-25,2,0.3012
201177,2024-09-18,2025-07-25,1,0.003
201178,2024-05-25,2025-07-16,3,0.234
201179,2024-04-01,2025-07-03,2,0.43
201180,2024-04-20,2025-09-17,2,0.8471
201181,2024-10-07,2025-10-11,3,0.0943
201182,2024-06-24,2025-07-28,1,0.0883
201183,2024-01-02,2025-09-06,3,0.4047
201184,2024-07-07,2025-08-06,1,0.0165
201185,2024-10-10,2025-11-10,1,0.1505
201186,2024-03-01,2025-11-11,1,0.3296
201187,2024-01-26,2025-11-21,1,0.2029
201188,2024-08-17,2025-11-02,1,0.2436
201189,2024-11-16,2025-11-04,1,0.2164
201190,2024-01-26,2025-09-09,4,0.1765
201191,2024-08-25,2025-09-07,1,0.1637
201192,2024-10-11,2025-07-25,3,0.2309
201193,2024-02-29,2025-10-14,2,0.2469
201194,2024-04-05,2025-07-28,2,0.0702
201195,2024-07-04,2025-07-31,2,0.0543
201196,2024-08-10,2025-11-18,4,0.2732
201197,2024-07-03,2025-06-03,1,0.1937
201198,2024-03-08,2025-06-22,1,0.2407
201199,2024-11-16,2025-10-19,1,0.2228
201200,2024-06-02,2025-10-02,1,0.115
201201,2024-07-13,2025-10-19,1,0.0835
201202,2024-07-14,2025-08-24,1,0.0846
201203,2024-07-19,2025-06-02,4,0.4425
201204,2024-04-15,2025-07-24,1,0.2945
201205,2024-04-26,2025-11-03,3,0.4833
201206,2024-02-20,2025-09-28,1,0.0751
201207,2024-09-22,2025-11-06,1,0.1084
201208,2024-04-24,2025-06-02,1,0.128
201209,2024-01-19,2025-07-28,4,0.0937
201210,2024-01-17,2025-10-02,1,0.1463
201211,2024-12-19,2025-06-04,1,0.4605
201212,2024-06-05,2025-08-20,3,0.1307
201213,2024-08-09,2025-11-05,1,0.1276
201214,2024-07-13,2025-06-30,3,0.225
201215,2024-11-04,2025-06-13,1,0.2021
201216,2024-11-20,2025-09-23,1,0.5032
201217,2024-10-12,2025-07-12,1,0.2789
201218,2024-12-24,2025-07-04,1,0.0789
201219,2024-03-20,2025-09-06,2,0.123
201220,2024-06-13,2025-09-18,1,0.0853
201221,2024-04-15,2025-10-25,1,0.1937
201222,2024-10-31,2025-06-19,1,0.1797
201223,2024-04-11,2025-10-19,1,0.0763
201224,2024-10-16,2025-09-29,1,0.0896
201225,2024-03-23,2025-10-01,1,0.0259
201226,2024-09-09,2025-07-13,1,0.1837
201227,2024-01-06,2025-10-28,1,0.0932
201228,2024-10-14,2025-06-23,1,0.0436
201229,2024-10-28,2025-10-02,1,0.0396
201230,2024-07-24,2025-06-25,3,0.0999
201231,2024-07-15,2025-09-23,2,0.1257
201232,2024-06-16,2025-08-21,2,0.3744
201233,2024-08-03,2025-07-01,2,0.3357
201234,2024-07-25,2025-07-05,1,0.3202
201235,2024-06-28,2025-08-19,3,0.5444
201236,2024-07-09,2025-08-05,1,0.0858
201237,2024-02-15,2025-08-21,1,0.2083
201238,2024-06-19,2025-08-17,2,0.1388
201239,2024-06-08,2025-06-04,2,0.2029
201240,2024-11-22,2025-08-17,1,0.31
201241,2024-04-17,2025-08-12,2,0.1389
201242,2024-12-19,2025-08-10,1,0.1915
201243,2024-11-21,2025-07-11,1,0.0541
201244,2024-10-12,2025-07-05,3,0.0435
201245,2024-09-12,2025-06-17,1,0.123
201246,2024-04-25,2025-09-21,2,0.2146
201247,2024-02-29,2025-09-07,2,0.1413
201248,2024-10-15,2025-10-25,1,0.0888
201249,2024-09-13,2025-07-13,2,0.2815
201250,2024-10-30,2025-08-13,1,0.1749
201251,2024-07-19,2025-07-05,2,0.2784
201252,2024-11-23,2025-11-17,2,0.0505
201253,2024-01-30,2025-10-20,2,0.0509
201254,2024-02-10,2025-06-27,3,0.0349
201255,2024-01-26,2025-10-24,1,0.049
201256,2024-04-27,2025-11-14,1,0.1215
201257,2024-02-23,2025-09-27,1,0.0394
201258,2024-01-15,2025-11-26,1,0.3179
201259,2024-10-22,2025-07-05,1,0.1038
201260,2024-02-26,2025-07-22,1,0.4298
201261,2024-10-29,2025-09-22,1,0.0609
201262,2024-08-22,2025-09-05,3,0.5017
201263,2024-08-09,2025-10-07,1,0.2419
201264,2024-02-12,2025-11-21,3,0.0421
201265,2024-01-06,2025-07-12,1,0.2474
201266,2024-02-20,2025-11-05,3,0.4858
201267,2024-04-25,2025-06-24,2,0.6568
201268,2024-12-15,2025-08-22,1,0.0368
201269,2024-05-26,2025-08-18,1,0.0291
201270,2024-03-26,2025-10-24,5,0.2066
201271,2024-04-13,2025-08-16,3,0.2377
201272,2024-05-02,2025-10-28,1,0.3087
201273,2024-07-31,2025-06-28,2,0.0088
201274,2024-10-21,2025-11-26,3,0.0385
201275,2024-01-23,2025-07-05,1,0.049
201276,2024-10-09,2025-09-15,1,0.0114
201277,2024-01-08,2025-08-29,2,0.0153
201278,2024-04-27,2025-06-17,1,0.1022
201279,2024-08-02,2025-09-03,2,0.164
201280,2024-02-08,2025-11-05,1,0.0508
201281,2024-04-06,2025-09-05,1,0.0809
201282,2024-08-21,2025-10-05,1,0.0192
201283,2024-09-07,2025-11-24,2,0.3753
201284,2024-01-31,2025-07-25,1,0.3969
201285,2024-10-10,2025-06-08,1,0.0461
201286,2024-05-28,2025-10-03,1,0.3218
201287,2024-08-11,2025-10-20,1,0.4687
201288,2024-03-18,2025-06-26,2,0.2923
201289,2024-12-27,2025-08-03,1,0.1087
201290,2024-10-04,2025-08-04,1,0.5665
201291,2024-08-22,2025-10-14,1,0.2546
201292,2024-03-08,2025-11-05,1,0.3608
201293,2024-10-09,2025-10-11,1,0.165
201294,2024-05-17,2025-07-24,1,0.2997
201295,2024-08-21,2025-09-20,2,0.1159
201296,2024-08-25,2025-07-19,1,0.1228
201297,2024-10-20,2025-09-22,1,0.005
201298,2024-11-01,2025-11-21,1,0.0695
201299,2024-05-22,2025-09-28,2,0.0575
201300,2024-01-30,2025-10-20,1,0.0777
201301,2024-06-07,2025-10-13,2,0.2478
201302,2024-05-26,2025-08-25,3,0.2278
201303,2024-05-02,2025-06-24,1,0.0712
201304,2024-06-27,2025-11-23,1,0.3982
201305,2024-07-29,2025-08-04,2,0.4233
201306,2024-08-15,2025-11-07,3,0.0648
201307,2024-05-16,2025-10-30,1,0.2756
201308,2024-08-12,2025-10-02,1,0.2536
201309,2024-12-26,2025-09-07,2,0.0959
201310,2024-08-25,2025-07-20,1,0.1784
201311,2024-08-08,2025-06-25,1,0.3862
201312,2024-04-14,2025-11-05,1,0.1347
201313,2024-05-02,2025-11-21,3,0.3498
201314,2024-01-19,2025-09-30,1,0.4383
201315,2024-07-04,2025-11-25,1,0.4812
201316,2024-01-28,2025-07-09,1,0.0841
201317,2024-10-11,2025-09-01,1,0.0241
201318,2024-12-15,2025-07-02,1,0.0551
201319,2024-10-21,2025-09-04,1,0.3682
201320,2024-02-27,2025-11-08,1,0.1321
201321,2024-08-20,2025-07-23,1,0.4209
201322,2024-06-06,2025-08-15,2,0.377
201323,2024-01-01,2025-09-01,2,0.5521
201324,2024-09-18,2025-08-23,1,0.209
201325,2024-11-13,2025-11-22,1,0.4327
201326,2024-06-17,2025-08-16,1,0.0558
201327,2024-11-28,2025-07-16,1,0.0282
201328,2024-01-21,2025-07-29,1,0.3036
201329,2024-11-14,2025-07-25,1,0.3275
201330,2024-09-05,2025-07-27,2,0.4509
201331,2024-09-01,2025-11-09,4,0.1673
201332,2024-07-02,2025-09-01,1,0.2834
201333,2024-01-10,2025-08-09,1,0.15
201334,2024-06-14,2025-06-26,1,0.2519
201335,2024-12-13,2025-11-23,1,0.2089
201336,2024-06-17,2025-06-28,2,0.0817
201337,2024-01-25,2025-08-02,1,0.128
201338,2024-06-29,2025-10-04,2,0.05
201339,2024-02-24,2025-06-01,1,0.0561
201340,2024-06-02,2025-07-27,1,0.031
201341,2024-08-17,2025-11-19,1,0.2614
201342,2024-01-25,2025-06-05,1,0.4155
201343,2024-06-17,2025-07-13,1,0.382
201344,2024-07-03,2025-06-16,2,0.0518
201345,2024-10-02,2025-10-03,1,0.3087
201346,2024-01-25,2025-06-03,1,0.3621
201347,2024-08-19,2025-06-09,1,0.194
201348,2024-08-14,2025-08-25,4,0.2654
201349,2024-01-02,2025-10-13,4,0.1993
201350,2024-02-13,2025-11-10,1,0.114
201351,2024-08-22,2025-07-10,2,0.2096
201352,2024-11-09,2025-09-11,2,0.041
201353,2024-11-09,2025-10-23,2,0.0486
201354,2024-10-07,2025-10-10,1,0.3104
201355,2024-11-07,2025-11-21,4,0.1541
201356,2024-08-09,2025-06-14,2,0.306
201357,2024-02-27,2025-06-09,1,0.0937
201358,2024-07-12,2025-10-02,1,0.4482
201359,2024-05-06,2025-08-06,1,0.069
201360,2024-04-03,2025-10-11,1,0.244
201361,2024-02-13,2025-10-07,2,0.4737
201362,2024-01-08,2025-08-19,2,0.4369
201363,2024-10-01,2025-11-27,3,0.3488
201364,2024-03-03,2025-11-06,1,0.0351
201365,2024-08-17,2025-08-05,3,0.1394
201366,2024-04-20,2025-06-01,3,0.1113
201367,2024-06-25,2025-11-27,1,0.0997
201368,2024-05-25,2025-11-22,1,0.1516
201369,2024-04-19,2025-11-09,2,0.1214
201370,2024-06-24,2025-06-11,1,0.1763
201371,2024-10-14,2025-10-08,1,0.0522
201372,2024-07-02,2025-11-20,2,0.1755
201373,2024-10-15,2025-08-08,1,0.0978
201374,2024-11-28,2025-10-14,1,0.4158
201375,2024-06-28,2025-09-05,3,0.2584
201376,2024-10-19,2025-08-23,1,0.2218
201377,2024-02-15,2025-10-08,1,0.4352
201378,2024-07-25,2025-09-13,1,0.1407
201379,2024-06-18,2025-10-02,2,0.2777
201380,2024-01-03,2025-07-11,1,0.0667
201381,2024-11-23,2025-07-22,1,0.0155
201382,2024-09-27,2025-09-24,1,0.0504
201383,2024-08-01,2025-09-09,2,0.2934
201384,2024-09-10,2025-08-08,1,0.0755
201385,2024-10-02,2025-10-29,1,0.0621
201386,2024-10-10,2025-08-01,1,0.4261
201387,2024-04-17,2025-08-25,1,0.029
201388,2024-06-01,2025-07-27,1,0.1106
201389,2024-05-05,2025-09-10,1,0.1745
201390,2024-11-28,2025-09-10,2,0.1206
201391,2024-02-12,2025-07-29,2,0.1227
201392,2024-11-27,2025-10-18,1,0.2721
201393,2024-05-05,2025-06-29,2,0.0317
201394,2024-10-11,2025-10-17,1,0.0492
201395,2024-03-02,2025-06-12,1,0.0534
201396,2024-11-03,2025-07-16,2,0.2671
201397,2024-07-15,2025-08-13,1,0.0854
201398,2024-12-25,2025-08-16,1,0.1395
201399,2024-05-23,2025-09-22,1,0.3726
201400,2024-12-28,2025-11-16,3,0.4083
201401,2024-11-01,2025-10-15,1,0.1216
201402,2024-01-03,2025-09-06,1,0.1919
201403,2024-05-19,2025-06-16,1,0.1365
201404,2024-05-28,2025-11-26,1,0.1901
201405,2024-03-18,2025-07-28,1,0.1122
201406,2024-11-16,2025-09-20,2,0.2495
201407,2024-01-31,2025-10-24,1,0.0546
201408,2024-04-04,2025-10-04,1,0.029
201409,2024-04-02,2025-06-21,1,0.0848
201410,2024-06-01,2025-07-17,1,0.1022
201411,2024-09-11,2025-11-26,1,0.2063
201412,2024-01-03,2025-10-17,1,0.2715
201413,2024-08-16,2025-09-22,1,0.2217
201414,2024-05-27,2025-08-20,4,0.0674
201415,2024-08-14,2025-11-17,1,0.2569
201416,2024-01-23,2025-10-09,1,0.1807
201417,2024-11-09,2025-10-10,2,0.4733
201418,2024-07-29,2025-11-12,1,0.0969
201419,2024-04-02,2025-11-21,2,0.0586
201420,2024-10-15,2025-11-02,1,0.2613
201421,2024-06-20,2025-09-28,1,0.0218
201422,2024-05-22,2025-07-12,4,0.1918
201423,2024-03-02,2025-07-19,1,0.0722
201424,2024-06-28,2025-06-28,2,0.2231
201425,2024-03-20,2025-10-23,1,0.1134
201426,2024-09-24,2025-07-31,1,0.0868
201427,2024-05-15,2025-07-11,1,0.1139
201428,2024-02-13,2025-10-09,1,0.2339
201429,2024-09-15,2025-09-10,2,0.0742
201430,2024-11-04,2025-07-15,1,0.3832
201431,2024-10-31,2025-08-07,1,0.2775
201432,2024-06-25,2025-08-26,1,0.1135
201433,2024-04-22,2025-10-22,1,0.0623
201434,2024-03-21,2025-06-02,1,0.1017
201435,2024-05-25,2025-10-15,1,0.0306
201436,2024-02-07,2025-06-15,1,0.1063
201437,2024-11-19,2025-11-03,2,0.4079
201438,2024-03-31,2025-06-22,3,0.4575
201439,2024-10-11,2025-07-15,1,0.0045
201440,2024-05-20,2025-08-06,1,0.0054
201441,2024-09-08,2025-11-27,1,0.2274
201442,2024-11-28,2025-08-11,1,0.3073
201443,2024-05-28,2025-10-23,1,0.1067
201444,2024-12-18,2025-07-17,1,0.1738
201445,2024-05-04,2025-08-09,1,0.0285
201446,2024-04-02,2025-09-02,1,0.4684
201447,2024-09-21,2025-06-23,1,0.2408
201448,2024-02-21,2025-06-06,2,0.58
201449,2024-02-04,2025-08-02,2,0.2706
201450,2024-05-14,2025-10-20,1,0.0562
201451,2024-07-17,2025-06-20,1,0.0981
201452,2024-06-19,2025-10-26,1,0.032
201453,2024-01-23,2025-09-19,1,0.3618
201454,2024-07-19,2025-07-20,2,0.1391
201455,2024-08-15,2025-06-21,2,0.0527
201456,2024-04-13,2025-09-08,1,0.2171
201457,2024-07-26,2025-08-17,1,0.0451
201458,2024-05-09,2025-06-20,1,0.1931
201459,2024-01-22,2025-09-29,2,0.1213
201460,2024-09-28,2025-10-29,1,0.0615
201461,2024-06-02,2025-08-21,1,0.0523
201462,2024-12-25,2025-08-21,1,0.0453
201463,2024-03-11,2025-11-06,1,0.0314
201464,2024-01-03,2025-08-09,2,0.0389
201465,2024-10-18,2025-07-14,2,0.4518
201466,2024-11-10,2025-10-31,1,0.3076
201467,2024-11-29,2025-09-03,1,0.2135
201468,2024-12-27,2025-11-16,1,0.362
201469,2024-04-24,2025-11-12,1,0.0676
201470,2024-09-04,2025-10-24,1,0.0912
201471,2024-01-11,2025-08-03,1,0.0662
201472,2024-06-01,2025-10-08,2,0.383
201473,2024-11-23,2025-08-25,1,0.1458
201474,2024-08-19,2025-10-16,1,0.289
201475,2024-11-04,2025-11-15,3,0.0553
201476,2024-12-11,2025-10-10,1,0.0834
201477,2024-10-17,2025-08-29,1,0.2034
201478,2024-09-07,2025-11-26,4,0.3712
201479,2024-05-10,2025-11-03,1,0.1016
201480,2024-07-13,2025-07-15,1,0.5206
201481,2024-01-30,2025-11-17,1,0.2387
201482,2024-07-29,2025-08-26,1,0.1478
201483,2024-12-21,2025-07-17,2,0.1533
201484,2024-02-23,2025-07-24,1,0.0517
201485,2024-06-29,2025-10-20,1,0.1481
201486,2024-11-24,2025-08-09,3,0.071
201487,2024-05-10,2025-09-26,1,0.3882
201488,2024-08-03,2025-08-20,2,0.0939
201489,2024-10-10,2025-11-25,1,0.0399
201490,2024-10-14,2025-06-25,1,0.0948
201491,2024-09-01,2025-09-14,3,0.3531
201492,2024-01-23,2025-08-04,1,0.0502
201493,2024-01-16,2025-10-21,1,0.117
201494,2024-10-02,2025-11-17,1,0.116
201495,2024-12-15,2025-08-02,1,0.2509
201496,2024-04-07,2025-11-11,1,0.0913
201497,2024-07-21,2025-09-18,1,0.0294
201498,2024-01-27,2025-06-10,1,0.1999
201499,2024-03-09,2025-10-19,1,0.462
201500,2024-06-25,2025-09-08,1,0.1799
201501,2024-01-06,2025-11-22,2,0.0687
201502,2024-08-02,2025-08-22,1,0.1758
201503,2024-07-20,2025-07-16,1,0.165
201504,2024-02-03,2025-07-02,1,0.0668
201505,2024-08-04,2025-06-15,5,0.019
201506,2024-06-15,2025-10-05,2,0.2391
201507,2024-02-06,2025-11-23,3,0.0009
201508,2024-03-20,2025-09-25,2,0.1199
201509,2024-07-17,2025-09-17,1,0.2791
201510,2024-10-22,2025-06-06,1,0.152
201511,2024-06-06,2025-06-04,2,0.2215
201512,2024-08-18,2025-08-29,2,0.2424
201513,2024-06-08,2025-09-02,1,0.0275
201514,2024-11-10,2025-08-16,1,0.29
201515,2024-12-21,2025-11-16,1,0.085
201516,2024-06-03,2025-07-30,1,0.1751
201517,2024-04-17,2025-11-25,4,0.2465
201518,2024-07-29,2025-07-18,1,0.3061
201519,2024-11-18,2025-07-29,1,0.4033
201520,2024-08-06,2025-07-24,1,0.0614
201521,2024-05-05,2025-10-19,1,0.0709
201522,2024-10-10,2025-07-30,2,0.1388
201523,2024-03-06,2025-08-22,1,0.5036
201524,2024-04-09,2025-06-21,1,0.1816
201525,2024-02-25,2025-08-11,3,0.0192
201526,2024-11-29,2025-07-06,1,0.0096
201527,2024-12-09,2025-10-15,1,0.4334
201528,2024-12-15,2025-10-25,1,0.2583
201529,2024-01-09,2025-07-19,1,0.4138
201530,2024-11-24,2025-11-25,1,0.3634
201531,2024-03-20,2025-08-16,1,0.1631
201532,2024-12-13,2025-10-29,1,0.0985
201533,2024-05-04,2025-07-15,2,0.1209
201534,2024-04-21,2025-11-02,1,0.359
201535,2024-08-27,2025-06-26,1,0.0543
201536,2024-10-15,2025-08-05,1,0.2696
201537,2024-05-17,2025-08-08,1,0.2797
201538,2024-10-27,2025-07-04,5,0.1667
201539,2024-01-08,2025-11-20,1,0.0918
201540,2024-11-23,2025-07-23,1,0.0746
201541,2024-07-07,2025-08-15,4,0.3295
201542,2024-07-14,2025-06-04,1,0.1675
201543,2024-11-18,2025-10-01,1,0.0151
201544,2024-01-21,2025-07-03,1,0.1247
201545,2024-11-19,2025-07-22,1,0.1838
201546,2024-03-15,2025-11-13,4,0.0435
201547,2024-12-27,2025-11-03,4,0.0721
201548,2024-09-19,2025-06-21,4,0.0401
201549,2024-05-04,2025-09-21,2,0.047
201550,2024-01-25,2025-10-13,1,0.1382
201551,2024-02-14,2025-11-19,1,0.1185
201552,2024-02-14,2025-07-14,1,0.0034
201553,2024-01-26,2025-07-29,2,0.2139
201554,2024-08-12,2025-07-13,2,0.1857
201555,2024-11-12,2025-09-05,1,0.0158
201556,2024-10-18,2025-09-17,1,0.1741
201557,2024-09-30,2025-07-05,1,0.717
201558,2024-12-23,2025-06-05,2,0.2903
201559,2024-08-17,2025-06-25,4,0.1299
201560,2024-02-04,2025-07-08,1,0.0333
201561,2024-06-30,2025-09-14,1,0.1253
201562,2024-10-03,2025-07-07,3,0.0472
201563,2024-06-15,2025-10-23,1,0.4142
201564,2024-04-22,2025-09-24,1,0.0508
201565,2024-06-29,2025-07-06,3,0.213
201566,2024-10-12,2025-11-26,1,0.1172
201567,2024-05-12,2025-10-05,1,0.1218
201568,2024-05-08,2025-11-04,1,0.2897
201569,2024-06-22,2025-09-29,1,0.1862
201570,2024-06-02,2025-09-27,1,0.2889
201571,2024-03-17,2025-08-26,1,0.1536
201572,2024-04-12,2025-09-27,2,0.4108
201573,2024-02-12,2025-10-17,1,0.1385
201574,2024-10-01,2025-11-25,3,0.1242
201575,2024-03-18,2025-09-15,1,0.1531
201576,2024-12-23,2025-10-14,1,0.3938
201577,2024-12-20,2025-11-18,1,0.4695
201578,2024-09-02,2025-09-18,1,0.3014
201579,2024-12-27,2025-10-16,1,0.02
201580,2024-11-11,2025-07-04,2,0.1035
201581,2024-10-01,2025-11-07,1,0.5102
201582,2024-05-09,2025-11-24,1,0.4053
201583,2024-11-01,2025-08-05,2,0.0281
201584,2024-05-04,2025-11-07,1,0.179
201585,2024-02-07,2025-10-24,2,0.277
201586,2024-07-25,2025-07-12,2,0.1751
201587,2024-02-14,2025-11-26,1,0.4372
201588,2024-02-03,2025-09-14,1,0.0843
201589,2024-02-03,2025-06-30,1,0.1174
201590,2024-11-28,2025-06-20,1,0.079
201591,2024-01-24,2025-09-01,1,0.1276
201592,2024-05-24,2025-09-02,1,0.2587
201593,2024-09-29,2025-11-03,3,0.4397
201594,2024-10-19,2025-08-31,1,0.1238
201595,2024-01-21,2025-08-11,1,0.2708
201596,2024-11-22,2025-07-28,2,0.0457
201597,2024-12-12,2025-08-31,1,0.017
201598,2024-12-20,2025-07-18,1,0.0364
201599,2024-08-26,2025-10-13,1,0.0613
201600,2024-07-05,2025-06-25,2,0.1236
201601,2024-03-03,2025-10-27,1,0.0115
201602,2024-02-15,2025-07-09,1,0.3522
201603,2024-10-25,2025-07-06,2,0.1397
201604,2024-11-06,2025-11-23,1,0.0373
201605,2024-10-27,2025-08-10,1,0.54
201606,2024-08-13,2025-10-01,1,0.3057
201607,2024-07-24,2025-08-11,1,0.0754
201608,2024-03-11,2025-11-24,1,0.3732
201609,2024-02-03,2025-06-28,1,0.2082
201610,2024-03-14,2025-08-23,1,0.0202
201611,2024-05-26,2025-06-17,2,0.2517
201612,2024-04-20,2025-09-11,1,0.3617
201613,2024-07-19,2025-10-13,1,0.0281
201614,2024-10-12,2025-08-24,1,0.0831
201615,2024-09-28,2025-11-01,1,0.3336
201616,2024-10-29,2025-10-17,1,0.0016
201617,2024-04-18,2025-11-19,2,0.4221
201618,2024-12-07,2025-11-27,1,0.0356
201619,2024-11-14,2025-11-20,1,0.1377
201620,2024-05-07,2025-08-17,1,0.4792
201621,2024-04-01,2025-11-27,3,0.2553
201622,2024-11-20,2025-09-27,1,0.0661
201623,2024-12-30,2025-06-15,1,0.5106
201624,2024-06-18,2025-06-15,1,0.5903
201625,2024-02-11,2025-08-11,1,0.1015
201626,2024-08-09,2025-09-09,1,0.1438
201627,2024-10-31,2025-06-15,1,0.2634
201628,2024-06-20,2025-09-12,2,0.3023
201629,2024-02-18,2025-10-01,3,0.0961
201630,2024-09-25,2025-10-03,1,0.0584
201631,2024-10-04,2025-11-23,1,0.0222
201632,2024-11-15,2025-08-05,1,0.1271
201633,2024-11-10,2025-06-07,3,0.0477
201634,2024-06-23,2025-11-20,1,0.0121
201635,2024-04-24,2025-09-03,1,0.3872
201636,2024-03-01,2025-09-22,1,0.0381
201637,2024-02-06,2025-09-04,1,0.1005
201638,2024-10-28,2025-08-27,1,0.1227
201639,2024-12-30,2025-06-30,4,0.2326
201640,2024-08-22,2025-09-10,1,0.0775
201641,2024-12-20,2025-10-29,1,0.3425
201642,2024-04-22,2025-06-21,1,0.1913
201643,2024-10-03,2025-08-11,1,0.1465
201644,2024-05-24,2025-11-16,1,0.2697
201645,2024-05-21,2025-08-15,1,0.2622
201646,2024-08-21,2025-06-30,2,0.229
201647,2024-02-19,2025-11-21,2,0.3232
201648,2024-05-30,2025-06-25,1,0.003
201649,2024-06-01,2025-07-15,1,0.1429
201650,2024-06-06,2025-08-23,3,0.0965
201651,2024-09-19,2025-08-09,1,0.1225
201652,2024-04-11,2025-08-14,1,0.3477
201653,2024-02-25,2025-10-17,2,0.1068
201654,2024-08-10,2025-09-09,1,0.1557
201655,2024-01-07,2025-08-26,3,0.0658
201656,2024-12-26,2025-10-05,1,0.0024
201657,2024-11-25,2025-09-17,2,0.0363
201658,2024-05-19,2025-09-22,1,0.0653
201659,2024-09-12,2025-08-26,2,0.0849
201660,2024-07-08,2025-09-08,1,0.2082
201661,2024-09-10,2025-07-21,1,0.4099
201662,2024-03-21,2025-08-14,1,0.028
201663,2024-12-11,2025-06-30,3,0.1449
201664,2024-11-17,2025-06-15,1,0.2148
201665,2024-07-09,2025-11-01,1,0.4847
201666,2024-11-16,2025-10-24,1,0.0885
201667,2024-04-26,2025-07-20,1,0.392
201668,2024-10-13,2025-08-22,1,0.0617
201669,2024-11-27,2025-11-27,1,0.0719
201670,2024-09-11,2025-09-04,2,0.2801
201671,2024-12-25,2025-06-02,1,0.3959
201672,2024-03-19,2025-09-12,1,0.0532
201673,2024-01-08,2025-11-06,1,0.4024
201674,2024-07-11,2025-07-12,1,0.2756
201675,2024-04-30,2025-11-18,1,0.0444
201676,2024-08-21,2025-10-16,2,0.203
201677,2024-05-12,2025-06-11,1,0.2551
201678,2024-11-13,2025-11-25,1,0.3923
201679,2024-02-10,2025-09-21,1,0.0698
201680,2024-12-17,2025-07-09,1,0.1651
201681,2024-03-21,2025-10-19,2,0.1172
201682,2024-04-29,2025-10-26,2,0.028
201683,2024-01-09,2025-09-19,1,0.1489
201684,2024-09-04,2025-11-21,1,0.1828
201685,2024-09-11,2025-11-06,1,0.0894
201686,2024-12-05,2025-07-27,1,0.0834
201687,2024-02-09,2025-06-24,1,0.029
201688,2024-06-25,2025-10-24,1,0.1566
201689,2024-11-19,2025-11-18,2,0.1474
201690,2024-01-11,2025-07-23,4,0.3132
201691,2024-08-01,2025-09-08,2,0.1703
201692,2024-03-24,2025-08-31,1,0.1366
201693,2024-05-09,2025-08-01,2,0.1381
201694,2024-10-02,2025-09-05,1,0.1948
201695,2024-10-22,2025-09-03,3,0.1004
201696,2024-01-03,2025-11-25,1,0.2808
201697,2024-08-25,2025-08-01,1,0.2483
201698,2024-05-23,2025-06-27,1,0.4195
201699,2024-10-01,2025-08-21,1,0.0398
201700,2024-11-03,2025-06-26,1,0.0463
201701,2024-11-16,2025-06-29,1,0.2764
201702,2024-02-07,2025-09-23,1,0.0208
201703,2024-10-21,2025-10-31,1,0.0888
201704,2024-12-18,2025-06-21,1,0.306
201705,2024-10-11,2025-08-10,3,0.1459
201706,2024-05-17,2025-07-03,1,0.1015
201707,2024-09-23,2025-08-24,1,0.1619
201708,2024-01-25,2025-09-15,1,0.1548
201709,2024-05-17,2025-11-11,1,0.202
201710,2024-10-27,2025-11-08,4,0.3117
201711,2024-08-25,2025-11-11,1,0.1208
201712,2024-04-06,2025-08-16,4,0.1658
201713,2024-07-25,2025-10-20,1,0.0355
201714,2024-01-01,2025-07-23,1,0.136
201715,2024-12-17,2025-06-06,1,0.2864
201716,2024-07-19,2025-11-15,3,0.227
201717,2024-07-01,2025-11-11,2,0.0581
201718,2024-05-01,2025-07-03,1,0.1771
201719,2024-03-21,2025-07-04,1,0.144
201720,2024-04-29,2025-11-11,1,0.3805
201721,2024-06-16,2025-08-18,1,0.1364
201722,2024-06-04,2025-10-21,1,0.3849
201723,2024-05-31,2025-11-10,3,0.1055
201724,2024-07-04,2025-09-07,2,0.2266
201725,2024-06-20,2025-06-18,1,0.2414
201726,2024-04-23,2025-09-17,1,0.0131
201727,2024-07-31,2025-06-24,1,0.1737
201728,2024-03-30,2025-10-02,3,0.1557
201729,2024-12-12,2025-09-12,2,0.199
201730,2024-08-31,2025-08-18,2,0.2142
201731,2024-04-12,2025-08-24,2,0.0482
201732,2024-09-09,2025-11-21,1,0.069
201733,2024-12-19,2025-08-10,1,0.3071
201734,2024-10-06,2025-10-31,2,0.0343
201735,2024-10-11,2025-10-24,1,0.5403
201736,2024-03-20,2025-11-27,2,0.183
201737,2024-03-07,2025-11-09,2,0.3272
201738,2024-07-23,2025-09-20,1,0.2115
201739,2024-04-12,2025-11-26,1,0.3071
201740,2024-02-13,2025-10-05,2,0.1336
201741,2024-11-27,2025-06-23,1,0.1477
201742,2024-05-06,2025-06-18,1,0.0815
201743,2024-10-19,2025-09-30,1,0.1758
201744,2024-09-24,2025-09-04,1,0.128
201745,2024-02-22,2025-11-04,1,0.2534
201746,2024-03-09,2025-09-05,1,0.0082
201747,2024-08-01,2025-07-14,1,0.1065
201748,2024-08-15,2025-11-02,5,0.1857
201749,2024-04-11,2025-08-26,1,0.2631
201750,2024-02-25,2025-11-19,4,0.1508
201751,2024-08-17,2025-06-02,2,0.2837
