customer_id,customer_segment,kyc_level,age_band,occupation_group,residency_flag,historical_risk_band
1313,mass,2,50_plus,public_sector,domestic,low
1314,mass,1,25_34,retired,domestic,low
1315,mass,2,35_49,retired,domestic,low
1316,mass,2,35_49,trade,domestic,medium
1317,mass,2,35_49,student,domestic,low
1318,mass,2,35_49,self_employed,domestic,medium
1319,affluent,2,25_34,self_employed,domestic,low
1320,affluent,3,35_49,student,domestic,low
1321,mass,2,25_34,trade,domestic,high
1322,mass,2,25_34,retail,domestic,medium
1323,mass,2,50_plus,public_sector,domestic,low
1324,affluent,1,18_24,self_employed,domestic,medium
1325,mass,2,35_49,student,domestic,low
1326,affluent,2,25_34,student,domestic,low
1327,mass,2,50_plus,self_employed,domestic,low
1328,mass,2,35_49,retired,domestic,low
1329,mass,3,25_34,professional,domestic,low
1330,mass,2,25_34,retired,overseas,low
1331,affluent,2,25_34,professional,domestic,low
1332,mass,2,50_plus,public_sector,overseas,low
1333,mass,2,35_49,professional,domestic,low
1334,sme,2,25_34,public_sector,domestic,medium
1335,sme,2,35_49,trade,domestic,low
1336,affluent,2,25_34,professional,domestic,low
1337,mass,2,25_34,public_sector,domestic,low
1338,mass,1,25_34,self_employed,domestic,low
1339,affluent,2,25_34,professional,domestic,low
1340,mass,2,35_49,public_sector,domestic,low
1341,mass,2,50_plus,professional,domestic,low
1342,affluent,2,50_plus,professional,domestic,low
1343,mass,2,50_plus,professional,domestic,low
1344,mass,2,25_34,public_sector,domestic,low
1345,sme,3,25_34,self_employed,domestic,low
1346,mass,2,35_49,public_sector,domestic,low
1347,mass,2,50_plus,self_employed,domestic,low
1348,mass,2,35_49,public_sector,domestic,low
1349,mass,2,25_34,self_employed,domestic,medium
1350,mass,2,35_49,retired,overseas,low
1351,affluent,2,35_49,trade,domestic,low
1352,affluent,2,50_plus,professional,domestic,low
1353,mass,2,35_49,professional,domestic,low
1354,mass,2,25_34,public_sector,domestic,low
1355,affluent,2,25_34,retail,domestic,low
1356,mass,2,25_34,professional,domestic,low
1357,mass,3,25_34,student,domestic,medium
1358,mass,2,50_plus,retired,overseas,low
1359,mass,2,35_49,trade,domestic,low
1360,mass,1,25_34,professional,domestic,medium
1361,mass,2,25_34,professional,domestic,low
1362,mass,1,35_49,trade,domestic,medium
1363,mass,2,35_49,student,domestic,low
1364,mass,2,18_24,public_sector,domestic,low
1365,mass,3,50_plus,professional,domestic,low
1366,mass,2,25_34,retail,overseas,low
1367,mass,2,25_34,professional,domestic,low
1368,mass,2,25_34,retail,domestic,medium
1369,mass,2,35_49,retail,domestic,low
1370,mass,2,35_49,public_sector,domestic,medium
1371,mass,2,50_plus,retail,domestic,low
1372,sme,2,18_24,student,domestic,low
1373,mass,1,50_plus,professional,domestic,medium
1374,affluent,1,35_49,self_employed,overseas,medium
1375,sme,3,25_34,professional,domestic,low
1376,mass,2,25_34,trade,domestic,low
1377,mass,1,25_34,student,domestic,low
1378,affluent,3,50_plus,public_sector,domestic,low
1379,mass,1,25_34,professional,domestic,low
1380,mass,2,25_34,retail,domestic,low
1381,mass,2,35_49,self_employed,domestic,low
1382,mass,3,50_plus,retired,domestic,low
1383,mass,2,35_49,public_sector,domestic,low
1384,sme,2,35_49,professional,domestic,low
1385,sme,3,25_34,retail,domestic,low
1386,mass,1,50_plus,professional,domestic,low
1387,affluent,3,25_34,professional,domestic,high
1388,mass,3,18_24,public_sector,domestic,medium
1389,sme,3,50_plus,self_employed,domestic,low
1390,mass,2,25_34,professional,domestic,low
1391,sme,1,18_24,self_employed,domestic,medium
1392,affluent,2,35_49,self_employed,domestic,medium
1393,mass,2,25_34,self_employed,domestic,medium
1394,mass,2,18_24,professional,domestic,low
1395,affluent,3,35_49,trade,domestic,low
1396,mass,2,35_49,professional,domestic,low
1397,mass,2,35_49,professional,domestic,low
1398,sme,2,25_34,trade,domestic,low
1399,mass,1,35_49,trade,domestic,low
1400,mass,2,50_plus,professional,overseas,low
1401,mass,1,25_34,professional,domestic,low
1402,mass,3,25_34,student,domestic,low
1403,sme,2,18_24,self_employed,domestic,low
1404,mass,2,35_49,trade,domestic,low
1405,mass,2,25_34,retired,domestic,low
1406,mass,2,35_49,professional,domestic,medium
1407,sme,3,50_plus,retail,domestic,low
1408,mass,3,25_34,self_employed,domestic,low
1409,affluent,2,35_49,retail,domestic,low
1410,affluent,3,25_34,professional,domestic,low
1411,affluent,2,18_24,trade,domestic,low
1412,sme,2,35_49,retail,domestic,low
1413,affluent,3,25_34,public_sector,domestic,medium
1414,sme,2,50_plus,retail,domestic,low
1415,mass,2,35_49,retail,overseas,high
1416,affluent,2,25_34,trade,domestic,low
1417,mass,2,25_34,retail,domestic,low
1418,mass,2,25_34,professional,domestic,low
1419,affluent,2,50_plus,student,domestic,low
1420,sme,2,35_49,self_employed,overseas,medium
1421,affluent,2,25_34,retail,domestic,low
1422,mass,3,35_49,self_employed,domestic,low
1423,mass,2,35_49,professional,domestic,low
1424,mass,3,35_49,trade,domestic,high
1425,mass,2,18_24,retail,domestic,low
1426,mass,2,18_24,retail,domestic,low
1427,mass,2,18_24,self_employed,domestic,low
1428,mass,3,25_34,retired,domestic,low
1429,affluent,1,25_34,trade,domestic,low
1430,mass,3,18_24,trade,domestic,low
1431,sme,2,25_34,public_sector,domestic,medium
1432,mass,2,25_34,trade,domestic,low
1433,mass,2,18_24,professional,domestic,low
1434,mass,1,50_plus,retired,domestic,low
1435,mass,2,35_49,self_employed,domestic,low
1436,sme,2,25_34,retired,domestic,low
1437,mass,2,35_49,professional,domestic,medium
1438,mass,2,25_34,professional,domestic,low
1439,sme,2,50_plus,retail,domestic,low
1440,sme,1,35_49,retired,domestic,medium
1441,mass,1,25_34,professional,domestic,low
1442,mass,2,50_plus,professional,domestic,low
1443,mass,2,50_plus,professional,domestic,low
1444,mass,2,50_plus,self_employed,domestic,low
1445,mass,2,25_34,self_employed,domestic,low
1446,mass,3,25_34,public_sector,domestic,low
1447,sme,2,35_49,professional,domestic,low
1448,mass,1,25_34,self_employed,domestic,low
1449,mass,3,35_49,retail,domestic,medium
1450,mass,2,35_49,professional,domestic,low
1451,affluent,2,25_34,trade,domestic,medium
1452,mass,3,25_34,retail,overseas,low
1453,affluent,3,25_34,trade,domestic,medium
1454,sme,2,25_34,retired,domestic,medium
1455,mass,1,35_49,retail,domestic,high
1456,mass,2,35_49,trade,domestic,low
1457,mass,3,25_34,public_sector,domestic,low
1458,mass,3,35_49,public_sector,domestic,low
1459,sme,1,35_49,professional,domestic,low
1460,mass,2,35_49,public_sector,domestic,low
1461,affluent,2,25_34,professional,domestic,medium
1462,mass,1,35_49,trade,domestic,low
1463,mass,2,35_49,self_employed,domestic,medium
1464,mass,2,25_34,public_sector,domestic,low
1465,mass,2,35_49,trade,domestic,medium
1466,mass,1,50_plus,professional,domestic,medium
1467,mass,2,25_34,retail,domestic,low
1468,mass,2,35_49,trade,domestic,low
1469,affluent,2,50_plus,student,domestic,low
1470,mass,1,50_plus,retail,domestic,low
1471,sme,3,25_34,student,domestic,low
1472,mass,1,35_49,trade,domestic,low
1473,mass,2,50_plus,student,domestic,low
1474,mass,2,35_49,professional,domestic,low
1475,mass,1,18_24,trade,domestic,low
1476,mass,2,18_24,professional,domestic,low
1477,mass,1,35_49,professional,domestic,low
1478,sme,1,25_34,student,domestic,medium
1479,mass,2,25_34,self_employed,domestic,high
1480,mass,2,25_34,public_sector,domestic,medium
1481,mass,1,35_49,retail,domestic,low
1482,mass,2,25_34,public_sector,domestic,low
1483,mass,2,50_plus,public_sector,domestic,low
1484,mass,2,35_49,student,domestic,low
1485,mass,2,50_plus,public_sector,domestic,high
1486,mass,1,50_plus,self_employed,domestic,low
1487,sme,2,25_34,trade,overseas,low
1488,mass,2,35_49,retired,domestic,high
1489,affluent,3,18_24,professional,domestic,medium
1490,mass,3,50_plus,trade,domestic,low
1491,mass,3,25_34,student,domestic,low
1492,affluent,2,35_49,professional,domestic,low
1493,mass,1,50_plus,professional,domestic,low
1494,affluent,2,25_34,trade,domestic,low
1495,mass,2,50_plus,retail,domestic,low
1496,mass,1,18_24,retired,domestic,low
1497,affluent,1,25_34,student,domestic,low
1498,mass,2,25_34,retail,overseas,low
1499,mass,2,25_34,retired,domestic,low
1500,mass,2,35_49,public_sector,domestic,low
1501,mass,2,50_plus,student,domestic,low
1502,sme,2,25_34,professional,domestic,low
1503,mass,3,35_49,retail,domestic,low
1504,mass,2,50_plus,professional,domestic,low
1505,affluent,2,35_49,professional,domestic,low
1506,mass,2,18_24,self_employed,domestic,medium
1507,affluent,2,50_plus,professional,domestic,medium
1508,mass,2,18_24,retail,domestic,high
1509,mass,2,35_49,public_sector,domestic,medium
1510,affluent,2,35_49,professional,domestic,low
1511,mass,2,35_49,retail,domestic,medium
1512,mass,2,18_24,public_sector,overseas,low
1513,mass,3,25_34,student,domestic,low
1514,affluent,1,35_49,trade,domestic,medium
1515,affluent,2,18_24,retired,domestic,low
1516,mass,2,25_34,student,domestic,low
1517,mass,2,35_49,public_sector,overseas,low
1518,sme,2,35_49,trade,domestic,low
1519,mass,1,25_34,self_employed,domestic,low
1520,mass,2,25_34,self_employed,domestic,medium
1521,mass,2,50_plus,trade,domestic,low
1522,mass,2,25_34,retired,domestic,low
1523,affluent,2,18_24,student,domestic,low
1524,affluent,3,25_34,retail,domestic,low
1525,affluent,2,25_34,self_employed,domestic,low
1526,mass,3,50_plus,retail,domestic,low
1527,mass,2,25_34,self_employed,domestic,low
1528,mass,2,18_24,student,domestic,low
1529,mass,2,35_49,professional,domestic,low
1530,mass,3,18_24,professional,domestic,low
1531,mass,2,25_34,trade,domestic,low
1532,mass,2,50_plus,student,domestic,low
1533,mass,2,35_49,trade,domestic,low
1534,affluent,2,18_24,student,domestic,low
1535,mass,1,25_34,retail,domestic,low
1536,mass,2,25_34,trade,domestic,low
1537,affluent,2,18_24,student,domestic,medium
1538,affluent,3,35_49,public_sector,domestic,low
1539,affluent,2,35_49,trade,domestic,medium
1540,mass,3,35_49,professional,domestic,low
1541,affluent,2,50_plus,professional,domestic,low
1542,mass,2,25_34,professional,domestic,medium
1543,mass,1,50_plus,trade,domestic,low
1544,mass,3,35_49,public_sector,domestic,medium
1545,mass,2,25_34,trade,domestic,low
1546,mass,2,50_plus,professional,domestic,low
1547,mass,2,18_24,trade,domestic,high
1548,affluent,2,35_49,retail,domestic,medium
1549,mass,2,35_49,retired,domestic,low
1550,mass,2,25_34,trade,domestic,low
1551,mass,3,50_plus,professional,domestic,low
1552,mass,2,25_34,public_sector,domestic,medium
1553,mass,2,50_plus,student,domestic,medium
1554,mass,2,18_24,self_employed,domestic,medium
1555,mass,3,25_34,student,domestic,low
1556,affluent,3,25_34,retired,domestic,low
1557,sme,2,50_plus,public_sector,domestic,low
1558,mass,3,18_24,retired,overseas,low
1559,mass,2,50_plus,professional,domestic,low
1560,affluent,3,25_34,student,domestic,low
1561,sme,3,25_34,student,domestic,low
1562,mass,2,25_34,student,domestic,low
1563,affluent,2,18_24,retail,domestic,low
1564,sme,2,50_plus,self_employed,domestic,low
1565,affluent,1,25_34,professional,domestic,low
1566,mass,2,35_49,public_sector,domestic,low
1567,mass,2,35_49,trade,domestic,medium
1568,mass,2,35_49,public_sector,domestic,low
1569,mass,3,35_49,public_sector,domestic,low
1570,mass,2,50_plus,trade,domestic,low
1571,mass,2,35_49,professional,domestic,low
1572,mass,2,35_49,trade,overseas,low
1573,mass,2,35_49,public_sector,domestic,low
1574,affluent,2,35_49,public_sector,domestic,low
1575,mass,1,25_34,self_employed,domestic,low
1576,mass,2,35_49,professional,domestic,low
1577,affluent,2,25_34,self_employed,domestic,low
1578,affluent,2,35_49,public_sector,domestic,low
1579,sme,2,50_plus,professional,domestic,low
1580,affluent,2,50_plus,trade,domestic,low
1581,affluent,2,50_plus,retail,domestic,low
1582,mass,2,35_49,trade,domestic,low
1583,mass,2,35_49,professional,domestic,low
1584,mass,2,25_34,professional,domestic,low
1585,mass,2,25_34,professional,domestic,low
1586,sme,3,25_34,professional,overseas,low
1587,mass,2,18_24,trade,domestic,low
1588,mass,2,50_plus,self_employed,domestic,low
1589,mass,1,50_plus,retail,domestic,low
1590,mass,2,35_49,retail,domestic,low
1591,mass,1,25_34,public_sector,domestic,low
1592,mass,2,35_49,retail,domestic,low
1593,sme,3,25_34,professional,domestic,medium
1594,mass,2,50_plus,professional,domestic,low
1595,affluent,2,50_plus,professional,domestic,low
1596,mass,2,25_34,public_sector,domestic,low
1597,mass,2,25_34,retail,domestic,low
1598,mass,2,25_34,trade,domestic,low
1599,affluent,2,18_24,public_sector,domestic,medium
1600,mass,3,25_34,retired,domestic,low
1601,sme,2,18_24,trade,domestic,low
1602,mass,2,18_24,retail,domestic,low
1603,mass,2,25_34,retail,domestic,medium
1604,affluent,2,25_34,self_employed,overseas,high
1605,mass,3,35_49,self_employed,domestic,medium
1606,mass,1,18_24,self_employed,domestic,low
1607,sme,2,50_plus,professional,domestic,low
1608,mass,2,25_34,retail,domestic,low
1609,mass,3,18_24,self_employed,domestic,low
1610,mass,2,18_24,trade,domestic,low
1611,mass,2,35_49,retired,domestic,medium
1612,affluent,3,25_34,trade,domestic,low
1613,affluent,2,35_49,retail,domestic,low
1614,mass,2,18_24,retail,domestic,low
1615,affluent,2,50_plus,retail,domestic,low
1616,mass,2,18_24,student,domestic,low
1617,mass,2,25_34,professional,domestic,medium
1618,mass,3,50_plus,public_sector,domestic,low
1619,sme,2,25_34,public_sector,domestic,low
1620,mass,2,25_34,student,domestic,low
1621,mass,3,50_plus,public_sector,domestic,low
1622,mass,2,25_34,retired,domestic,low
1623,affluent,3,18_24,student,domestic,low
1624,mass,2,25_34,trade,domestic,low
1625,mass,3,18_24,student,domestic,low
1626,affluent,2,50_plus,retired,domestic,medium
1627,mass,2,35_49,trade,domestic,low
1628,mass,2,35_49,public_sector,overseas,low
1629,mass,2,25_34,trade,domestic,medium
1630,mass,3,35_49,public_sector,domestic,low
1631,mass,2,35_49,professional,domestic,medium
1632,affluent,2,18_24,self_employed,domestic,medium
1633,mass,2,50_plus,retail,domestic,medium
1634,mass,2,35_49,public_sector,domestic,low
1635,sme,2,35_49,professional,domestic,low
1636,mass,1,25_34,public_sector,domestic,low
1637,mass,2,18_24,retail,domestic,low
1638,sme,3,35_49,public_sector,domestic,high
1639,mass,2,35_49,trade,domestic,low
1640,affluent,2,25_34,professional,overseas,low
1641,affluent,2,18_24,retail,domestic,low
1642,mass,2,50_plus,retired,domestic,low
1643,mass,1,25_34,professional,domestic,low
1644,mass,2,25_34,public_sector,domestic,low
1645,mass,2,35_49,professional,domestic,low
1646,mass,2,18_24,self_employed,domestic,medium
1647,mass,1,18_24,professional,domestic,low
1648,affluent,2,18_24,retail,domestic,medium
1649,sme,2,50_plus,trade,domestic,low
1650,affluent,2,25_34,professional,domestic,low
1651,mass,2,35_49,trade,domestic,low
1652,mass,2,50_plus,trade,domestic,low
1653,mass,2,35_49,retail,domestic,medium
1654,mass,2,35_49,retired,domestic,low
1655,sme,2,35_49,retail,domestic,low
1656,mass,1,25_34,student,domestic,low
1657,mass,3,35_49,retail,domestic,low
1658,affluent,1,50_plus,professional,domestic,medium
1659,mass,2,35_49,professional,domestic,low
1660,mass,2,25_34,retail,overseas,medium
1661,mass,2,25_34,trade,domestic,low
1662,mass,2,50_plus,student,domestic,low
1663,affluent,3,18_24,public_sector,domestic,medium
1664,mass,2,50_plus,public_sector,domestic,low
1665,sme,2,25_34,retail,domestic,low
1666,affluent,2,35_49,trade,domestic,low
1667,affluent,1,50_plus,public_sector,domestic,low
1668,mass,2,25_34,professional,domestic,low
1669,mass,2,25_34,professional,domestic,low
1670,affluent,2,50_plus,trade,domestic,low
1671,mass,3,25_34,professional,domestic,medium
1672,mass,2,25_34,public_sector,domestic,low
1673,affluent,3,35_49,professional,domestic,low
1674,mass,2,25_34,professional,domestic,low
1675,affluent,2,35_49,student,domestic,low
1676,sme,2,18_24,retired,domestic,low
1677,affluent,2,25_34,retail,domestic,low
1678,mass,3,50_plus,retail,overseas,low
1679,affluent,2,18_24,self_employed,domestic,low
1680,mass,3,25_34,professional,domestic,low
1681,affluent,2,35_49,retail,domestic,low
1682,affluent,1,50_plus,professional,domestic,medium
1683,affluent,2,35_49,retail,domestic,low
1684,mass,2,50_plus,retired,overseas,low
1685,mass,3,25_34,self_employed,domestic,medium
1686,mass,3,25_34,retired,domestic,low
1687,mass,1,50_plus,self_employed,domestic,low
1688,mass,1,50_plus,public_sector,domestic,low
1689,mass,1,35_49,self_employed,domestic,low
1690,mass,2,25_34,public_sector,domestic,medium
1691,affluent,1,25_34,retail,domestic,low
1692,sme,2,18_24,trade,domestic,low
1693,mass,2,50_plus,retail,domestic,low
1694,affluent,3,50_plus,trade,domestic,medium
1695,mass,2,25_34,retail,domestic,medium
1696,mass,2,25_34,professional,domestic,low
1697,mass,1,25_34,public_sector,domestic,low
1698,affluent,3,18_24,professional,domestic,low
1699,sme,2,35_49,trade,domestic,medium
1700,affluent,1,35_49,retail,domestic,low
1701,sme,2,25_34,professional,domestic,low
1702,sme,3,35_49,retired,domestic,medium
1703,mass,1,50_plus,retail,domestic,medium
1704,mass,2,18_24,trade,domestic,low
1705,mass,2,25_34,professional,domestic,medium
1706,sme,2,25_34,student,domestic,low
1707,mass,2,25_34,public_sector,domestic,low
1708,mass,1,35_49,retail,domestic,medium
1709,affluent,2,35_49,professional,domestic,low
1710,mass,2,25_34,self_employed,domestic,low
1711,affluent,2,25_34,retired,domestic,low
1712,mass,2,50_plus,trade,domestic,low
1713,sme,2,25_34,professional,domestic,low
1714,affluent,1,35_49,professional,domestic,low
1715,mass,2,35_49,professional,domestic,low
1716,affluent,2,50_plus,self_employed,domestic,low
1717,mass,2,35_49,retired,domestic,medium
1718,mass,1,50_plus,retired,domestic,low
1719,mass,3,35_49,self_employed,domestic,low
1720,affluent,2,25_34,professional,overseas,low
1721,mass,2,25_34,retired,domestic,low
1722,mass,1,25_34,trade,domestic,low
1723,affluent,2,25_34,trade,domestic,medium
1724,mass,2,18_24,public_sector,domestic,medium
1725,mass,2,25_34,professional,domestic,low
1726,mass,3,25_34,student,domestic,high
1727,mass,2,18_24,retired,domestic,low
1728,affluent,2,25_34,self_employed,domestic,low
1729,mass,2,35_49,self_employed,domestic,low
1730,mass,2,35_49,trade,domestic,low
1731,sme,3,50_plus,professional,domestic,medium
1732,mass,1,35_49,self_employed,domestic,low
1733,affluent,2,50_plus,public_sector,overseas,low
1734,mass,2,35_49,student,domestic,low
1735,affluent,1,18_24,professional,domestic,low
1736,affluent,2,50_plus,trade,domestic,low
1737,affluent,2,18_24,trade,domestic,medium
1738,mass,3,35_49,public_sector,domestic,low
1739,mass,2,35_49,self_employed,domestic,low
1740,affluent,2,25_34,retired,domestic,low
1741,mass,2,35_49,trade,domestic,low
1742,mass,3,25_34,retail,domestic,low
1743,mass,2,18_24,professional,overseas,low
1744,sme,2,18_24,trade,domestic,low
1745,affluent,2,18_24,trade,domestic,low
1746,mass,2,18_24,public_sector,domestic,low
1747,affluent,3,35_49,retail,domestic,low
1748,mass,1,35_49,trade,domestic,low
1749,mass,2,25_34,public_sector,domestic,low
1750,mass,3,35_49,student,domestic,low
1751,mass,2,18_24,professional,domestic,low
1752,mass,1,25_34,trade,domestic,low
1753,affluent,2,35_49,self_employed,domestic,low
1754,affluent,2,50_plus,self_employed,domestic,low
1755,mass,3,25_34,student,domestic,medium
1756,mass,1,18_24,professional,domestic,medium
1757,mass,1,35_49,retail,overseas,low
1758,sme,2,50_plus,student,domestic,low
1759,sme,3,25_34,trade,domestic,low
1760,sme,2,25_34,retail,domestic,medium
1761,mass,3,18_24,retired,domestic,low
1762,mass,3,35_49,professional,domestic,low
1763,mass,2,50_plus,self_employed,domestic,low
1764,mass,3,35_49,student,domestic,low
1765,mass,2,25_34,professional,overseas,low
1766,mass,2,35_49,self_employed,domestic,low
1767,sme,2,50_plus,retail,domestic,medium
1768,mass,3,25_34,student,domestic,medium
1769,mass,2,50_plus,student,domestic,low
1770,affluent,2,25_34,student,domestic,low
1771,mass,3,25_34,professional,domestic,medium
1772,affluent,2,35_49,self_employed,domestic,low
1773,mass,3,25_34,retired,domestic,medium
1774,affluent,3,50_plus,public_sector,domestic,high
1775,mass,2,35_49,public_sector,domestic,low
1776,mass,1,25_34,professional,domestic,low
1777,affluent,2,25_34,student,domestic,low
1778,mass,3,35_49,professional,domestic,low
1779,mass,2,25_34,trade,domestic,low
1780,mass,2,35_49,retired,overseas,low
1781,mass,1,25_34,retired,domestic,low
1782,affluent,2,25_34,retired,domestic,low
1783,mass,2,35_49,retail,domestic,low
1784,mass,1,18_24,professional,domestic,low
1785,mass,3,35_49,retail,domestic,low
1786,affluent,2,35_49,professional,domestic,low
1787,mass,3,25_34,student,domestic,low
1788,mass,2,35_49,public_sector,domestic,low
1789,affluent,3,35_49,retail,domestic,low
1790,mass,2,50_plus,professional,domestic,low
1791,affluent,1,25_34,retail,domestic,medium
1792,mass,1,25_34,student,domestic,low
1793,mass,1,35_49,self_employed,domestic,low
1794,mass,2,35_49,professional,domestic,medium
1795,sme,3,35_49,professional,domestic,low
1796,mass,2,35_49,trade,domestic,medium
1797,mass,2,35_49,professional,domestic,low
1798,mass,2,25_34,retired,domestic,low
1799,mass,2,35_49,public_sector,domestic,low
1800,mass,2,25_34,professional,domestic,low
1801,mass,2,25_34,self_employed,domestic,medium
1802,mass,2,35_49,trade,domestic,low
1803,mass,3,25_34,professional,domestic,low
1804,mass,2,25_34,public_sector,domestic,low
1805,mass,1,50_plus,professional,domestic,medium
1806,mass,1,35_49,retail,domestic,low
1807,mass,2,35_49,student,domestic,low
1808,mass,2,50_plus,retired,domestic,high
1809,mass,3,25_34,trade,domestic,low
1810,mass,2,35_49,public_sector,domestic,low
1811,mass,2,25_34,professional,overseas,low
1812,mass,2,25_34,public_sector,domestic,low
1813,affluent,2,25_34,trade,overseas,low
1814,mass,3,18_24,public_sector,overseas,low
1815,affluent,1,35_49,professional,domestic,medium
1816,mass,2,25_34,retired,domestic,low
1817,affluent,3,35_49,student,domestic,low
1818,mass,2,25_34,trade,domestic,low
1819,mass,3,18_24,self_employed,domestic,low
1820,mass,2,50_plus,professional,domestic,low
1821,sme,3,35_49,self_employed,domestic,low
1822,mass,2,50_plus,trade,domestic,low
1823,mass,2,25_34,professional,domestic,medium
1824,mass,1,18_24,public_sector,domestic,low
1825,affluent,2,35_49,retail,domestic,low
1826,mass,2,35_49,retail,domestic,low
1827,mass,1,18_24,retail,domestic,low
1828,mass,2,50_plus,professional,domestic,low
1829,sme,3,35_49,professional,domestic,medium
1830,mass,3,35_49,public_sector,domestic,low
1831,mass,1,25_34,public_sector,domestic,low
1832,sme,3,35_49,professional,domestic,low
1833,mass,1,25_34,trade,domestic,low
1834,mass,2,50_plus,public_sector,domestic,low
1835,mass,3,25_34,public_sector,domestic,low
1836,mass,1,25_34,student,domestic,low
1837,mass,1,18_24,retail,domestic,low
1838,mass,1,35_49,retail,overseas,medium
1839,affluent,2,50_plus,public_sector,domestic,low
1840,affluent,3,50_plus,trade,domestic,low
1841,mass,1,35_49,professional,domestic,low
1842,mass,1,50_plus,professional,domestic,low
1843,mass,2,35_49,student,domestic,low
1844,sme,2,25_34,professional,domestic,low
1845,mass,2,35_49,public_sector,domestic,low
1846,mass,3,18_24,public_sector,domestic,low
1847,mass,2,25_34,trade,domestic,low
1848,mass,3,25_34,student,domestic,medium
1849,mass,2,25_34,public_sector,domestic,high
1850,affluent,3,50_plus,professional,domestic,medium
1851,mass,2,50_plus,self_employed,domestic,low
1852,sme,1,25_34,retail,domestic,low
1853,mass,2,35_49,trade,domestic,low
1854,affluent,1,25_34,self_employed,domestic,low
1855,affluent,3,18_24,public_sector,domestic,medium
1856,sme,2,25_34,trade,domestic,low
1857,mass,3,25_34,retired,domestic,low
1858,mass,2,25_34,public_sector,domestic,medium
1859,mass,2,25_34,public_sector,domestic,low
1860,mass,2,18_24,professional,domestic,low
1861,mass,2,25_34,trade,overseas,low
1862,sme,2,50_plus,retail,overseas,low
1863,sme,2,18_24,public_sector,domestic,medium
1864,mass,3,25_34,retail,domestic,low
1865,mass,2,35_49,self_employed,domestic,low
1866,affluent,1,25_34,trade,domestic,low
1867,sme,2,35_49,self_employed,domestic,medium
1868,mass,2,18_24,self_employed,domestic,medium
1869,mass,1,35_49,self_employed,domestic,medium
1870,affluent,2,35_49,self_employed,domestic,medium
1871,mass,2,35_49,student,domestic,low
1872,mass,1,35_49,professional,domestic,low
1873,sme,2,25_34,public_sector,domestic,medium
1874,sme,2,25_34,retired,domestic,low
1875,sme,2,25_34,public_sector,domestic,low
1876,affluent,2,35_49,professional,domestic,low
1877,mass,2,18_24,retired,domestic,low
1878,mass,2,25_34,professional,domestic,low
1879,mass,3,35_49,trade,domestic,medium
1880,mass,1,18_24,professional,domestic,low
1881,mass,2,18_24,retail,domestic,low
1882,mass,2,35_49,retail,domestic,low
1883,mass,2,25_34,retail,domestic,low
1884,affluent,2,50_plus,retired,overseas,low
1885,mass,3,50_plus,retail,domestic,low
1886,mass,3,50_plus,retail,domestic,low
1887,mass,2,25_34,student,overseas,low
1888,mass,2,25_34,self_employed,domestic,low
1889,affluent,2,35_49,professional,domestic,low
1890,mass,2,35_49,professional,domestic,low
1891,mass,2,35_49,public_sector,domestic,low
1892,affluent,2,25_34,student,domestic,low
1893,mass,2,18_24,public_sector,domestic,low
1894,mass,2,25_34,professional,domestic,medium
1895,mass,2,25_34,self_employed,domestic,low
1896,mass,2,18_24,public_sector,domestic,low
1897,mass,2,50_plus,public_sector,domestic,low
1898,mass,2,18_24,student,domestic,low
1899,mass,2,35_49,self_employed,domestic,low
1900,mass,2,50_plus,public_sector,overseas,low
1901,mass,2,25_34,public_sector,domestic,low
1902,mass,2,35_49,public_sector,domestic,low
1903,affluent,1,35_49,retail,domestic,medium
1904,mass,2,25_34,retail,domestic,low
1905,mass,2,25_34,self_employed,domestic,medium
1906,mass,2,50_plus,public_sector,domestic,medium
1907,mass,3,35_49,retail,domestic,low
1908,mass,2,50_plus,professional,domestic,low
1909,affluent,3,50_plus,self_employed,domestic,low
1910,affluent,2,25_34,public_sector,domestic,low
1911,mass,2,35_49,trade,domestic,low
1912,mass,1,35_49,trade,domestic,low
1913,sme,2,35_49,professional,overseas,low
1914,mass,2,35_49,retired,domestic,low
1915,mass,2,35_49,student,overseas,low
1916,mass,2,50_plus,public_sector,domestic,low
1917,mass,2,25_34,retail,domestic,medium
1918,affluent,1,35_49,self_employed,domestic,low
1919,mass,1,25_34,retail,overseas,low
1920,sme,2,35_49,retired,domestic,low
1921,mass,2,35_49,professional,domestic,medium
1922,mass,2,35_49,professional,domestic,low
1923,mass,2,25_34,public_sector,domestic,low
1924,mass,2,35_49,professional,domestic,medium
1925,mass,2,25_34,public_sector,domestic,low
1926,mass,2,25_34,self_employed,domestic,low
1927,mass,2,25_34,professional,domestic,low
1928,affluent,1,50_plus,retail,domestic,low
1929,mass,2,25_34,public_sector,domestic,low
1930,mass,1,50_plus,student,domestic,low
1931,mass,2,25_34,retail,domestic,low
1932,mass,3,35_49,professional,domestic,low
1933,affluent,3,35_49,public_sector,domestic,low
1934,affluent,2,35_49,retail,domestic,medium
1935,affluent,2,35_49,self_employed,domestic,low
1936,mass,2,35_49,public_sector,domestic,low
1937,mass,3,50_plus,trade,domestic,low
1938,mass,2,35_49,self_employed,overseas,low
1939,mass,2,18_24,retail,domestic,low
1940,mass,2,25_34,professional,domestic,low
1941,mass,1,35_49,public_sector,domestic,low
1942,mass,2,25_34,retired,domestic,low
1943,mass,3,35_49,self_employed,domestic,low
1944,mass,3,35_49,trade,domestic,low
