alert_id,entity_type,entity_id,event_time,trigger_source,model_score,alert_priority,review_outcome,recovery_amount
81360,transaction,12838,2025-02-19 04:58:34,ml_model,1.0,high,investigated,51.03
81361,transaction,12843,2025-01-15 07:59:47,rule_engine,0.7906,high,investigated,66.69
81362,transaction,12851,2025-03-07 03:43:14,ml_model,0.5246,medium,pending,0.0
81363,transaction,12852,2025-01-08 02:00:49,anomaly_detector,0.1075,low,pending,0.0
81364,transaction,12859,2025-02-25 20:19:17,ml_model,0.6638,medium,investigated,24.38
81365,transaction,12873,2025-01-09 07:37:53,rule_engine,0.452,medium,auto_closed,197.04
81366,transaction,12881,2025-03-17 09:07:19,ml_model,0.6872,medium,investigated,43.7
81367,transaction,12883,2025-03-26 14:41:03,rule_engine,0.2513,low,auto_closed,0.0
81368,transaction,12885,2025-03-30 23:54:40,rule_engine,0.473,medium,pending,0.0
81369,transaction,12904,2025-03-11 19:38:52,anomaly_detector,0.4786,medium,auto_closed,0.0
81370,transaction,12918,2025-03-02 19:19:28,ml_model,0.5136,medium,auto_closed,0.0
81371,transaction,12921,2025-03-21 09:23:31,ml_model,0.5159,medium,investigated,209.94
81372,transaction,12923,2025-01-14 08:15:09,rule_engine,0.3156,low,auto_closed,0.0
81373,transaction,12931,2025-01-08 16:19:41,rule_engine,0.6564,medium,pending,0.0
81374,transaction,12955,2025-02-01 06:26:19,rule_engine,0.61,medium,auto_closed,0.0
81375,transaction,12964,2025-01-13 12:29:41,anomaly_detector,0.645,medium,pending,0.0
81376,transaction,12974,2025-03-15 06:03:14,rule_engine,0.3962,low,auto_closed,0.0
81377,transaction,12982,2025-02-15 04:04:20,rule_engine,0.5765,medium,auto_closed,0.0
81378,transaction,12988,2025-01-16 23:00:50,rule_engine,0.4689,medium,auto_closed,0.0
81379,transaction,13029,2025-01-22 03:51:39,rule_engine,0.6183,medium,auto_closed,0.0
81380,transaction,13035,2025-03-12 20:06:38,rule_engine,0.6253,medium,auto_closed,0.0
81381,transaction,13040,2025-03-11 18:36:26,rule_engine,0.4653,medium,pending,0.0
81382,transaction,13053,2025-02-09 05:12:19,rule_engine,0.6085,medium,auto_closed,0.0
81383,transaction,13063,2025-02-19 18:36:04,anomaly_detector,0.4724,medium,auto_closed,0.0
81384,transaction,13064,2025-02-27 13:34:36,rule_engine,0.898,high,investigated,64.05
81385,transaction,13065,2025-03-07 19:49:17,ml_model,0.5395,medium,investigated,46.18
81386,transaction,13077,2025-02-09 01:00:08,rule_engine,0.2043,low,pending,0.0
81387,transaction,13085,2025-03-17 05:13:21,ml_model,0.3828,low,pending,96.25
81388,transaction,13103,2025-02-20 20:13:01,rule_engine,0.5391,medium,pending,0.0
81389,transaction,13111,2025-02-01 17:07:51,rule_engine,0.2538,low,pending,0.0
81390,transaction,13123,2025-03-27 21:48:35,ml_model,0.6358,medium,investigated,0.0
81391,transaction,13131,2025-03-16 02:34:54,anomaly_detector,0.5718,medium,investigated,0.0
81392,transaction,13138,2025-03-22 19:08:46,ml_model,0.491,medium,investigated,200.19
81393,transaction,13140,2025-01-08 08:45:20,rule_engine,0.3277,low,investigated,0.0
81394,transaction,13143,2025-02-04 22:44:40,rule_engine,0.5439,medium,pending,0.0
81395,transaction,13145,2025-02-07 07:41:53,ml_model,0.96,high,investigated,135.09
81396,transaction,13168,2025-03-16 17:11:09,rule_engine,0.4318,medium,auto_closed,0.0
81397,transaction,13176,2025-02-06 14:40:32,rule_engine,0.6832,medium,investigated,74.23
81398,transaction,13186,2025-02-21 15:28:25,anomaly_detector,0.3712,low,investigated,0.0
81399,transaction,13197,2025-01-31 05:47:02,rule_engine,0.3097,low,auto_closed,0.0
81400,transaction,13198,2025-01-31 10:47:40,ml_model,0.5793,medium,pending,98.61
81401,transaction,13211,2025-02-23 05:51:46,ml_model,0.4704,medium,pending,0.0
81402,transaction,13218,2025-01-31 14:22:09,ml_model,0.5384,medium,pending,0.0
81403,transaction,13219,2025-02-25 04:09:08,rule_engine,0.5985,medium,investigated,0.0
81404,transaction,13235,2025-03-25 13:55:14,anomaly_detector,0.155,low,investigated,0.0
81405,transaction,13237,2025-01-13 06:50:17,rule_engine,0.3556,low,investigated,308.43
81406,transaction,13241,2025-03-03 21:17:25,ml_model,0.5637,medium,investigated,73.3
81407,transaction,13243,2025-01-02 13:40:15,rule_engine,0.2881,low,pending,0.0
81408,transaction,13284,2025-02-25 00:40:07,ml_model,0.92,high,pending,57.86
81409,transaction,13287,2025-01-14 19:11:40,rule_engine,0.5397,medium,investigated,13.95
81410,transaction,13298,2025-01-08 21:31:05,anomaly_detector,0.5405,medium,investigated,0.0
81411,transaction,13303,2025-02-20 02:23:24,ml_model,0.4564,medium,pending,0.0
81412,transaction,13307,2025-01-18 18:02:50,anomaly_detector,0.1711,low,pending,0.0
81413,transaction,13308,2025-02-09 14:01:18,rule_engine,0.4091,medium,investigated,80.03
81414,transaction,13321,2025-03-24 01:51:05,rule_engine,0.1995,low,auto_closed,0.0
81415,transaction,13335,2025-02-16 20:11:09,ml_model,0.469,medium,auto_closed,0.0
81416,transaction,13352,2025-03-13 08:14:53,anomaly_detector,0.2512,low,pending,0.0
81417,transaction,13359,2025-01-17 07:18:44,anomaly_detector,0.1716,low,pending,0.0
81418,transaction,13364,2025-01-01 02:26:04,rule_engine,0.3842,low,auto_closed,0.0
81419,transaction,13368,2025-02-26 12:52:25,ml_model,0.5687,medium,investigated,0.0
81420,transaction,13371,2025-01-26 18:39:32,rule_engine,0.7047,high,investigated,42.06
81421,transaction,13375,2025-01-16 08:25:38,rule_engine,0.7698,high,investigated,187.77
81422,transaction,13378,2025-03-14 14:56:59,ml_model,0.1059,low,pending,0.0
81423,transaction,13383,2025-02-26 18:50:28,ml_model,0.8643,high,pending,69.04
81424,transaction,13387,2025-01-09 16:36:15,ml_model,0.2195,low,pending,0.0
81425,transaction,13399,2025-02-15 21:41:59,anomaly_detector,0.5262,medium,investigated,238.45
81426,transaction,13400,2025-03-16 18:24:44,rule_engine,0.2237,low,auto_closed,0.0
81427,transaction,13405,2025-02-19 13:54:09,rule_engine,0.9293,high,pending,70.58
81428,transaction,13414,2025-02-13 07:58:47,ml_model,0.4351,medium,investigated,39.86
81429,transaction,13422,2025-01-17 21:17:18,anomaly_detector,0.5353,medium,auto_closed,0.0
81430,transaction,13423,2025-02-04 18:33:09,anomaly_detector,0.5805,medium,auto_closed,0.0
81431,transaction,13440,2025-01-11 19:01:26,ml_model,0.5431,medium,investigated,52.18
81432,transaction,13442,2025-03-17 03:10:48,anomaly_detector,0.3054,low,pending,0.0
81433,transaction,13444,2025-03-05 16:04:24,rule_engine,0.4149,medium,investigated,0.0
81434,transaction,13448,2025-02-23 23:01:02,rule_engine,0.0524,low,auto_closed,0.0
81435,transaction,13451,2025-01-08 03:08:45,ml_model,0.8045,high,investigated,80.48
81436,transaction,13456,2025-02-05 05:55:20,rule_engine,0.113,low,auto_closed,0.0
81437,transaction,13460,2025-03-09 07:07:45,rule_engine,0.7553,high,pending,0.0
81438,transaction,13481,2025-01-23 17:11:52,rule_engine,0.2846,low,investigated,0.0
81439,transaction,13486,2025-03-15 06:22:03,ml_model,0.6792,medium,investigated,97.27
81440,transaction,13487,2025-03-15 20:27:14,ml_model,0.8941,high,investigated,54.72
81441,transaction,13492,2025-03-18 10:46:56,ml_model,0.1919,low,pending,0.0
81442,transaction,13502,2025-03-12 17:06:12,rule_engine,0.8237,high,pending,0.0
81443,transaction,13505,2025-01-22 23:12:52,rule_engine,0.2833,low,pending,0.0
81444,transaction,13514,2025-01-22 14:51:52,anomaly_detector,0.1382,low,investigated,0.0
81445,transaction,13544,2025-01-05 00:18:13,rule_engine,0.1165,low,pending,0.0
81446,transaction,13552,2025-03-05 11:45:03,rule_engine,0.7406,high,pending,83.45
81447,transaction,13556,2025-01-26 14:05:49,anomaly_detector,0.0439,low,auto_closed,0.0
81448,transaction,13559,2025-02-26 18:09:43,anomaly_detector,0.6228,medium,investigated,36.48
81449,transaction,13561,2025-03-16 15:50:32,rule_engine,0.2271,low,auto_closed,0.0
81450,transaction,13580,2025-02-03 06:46:19,ml_model,0.183,low,pending,0.0
81451,transaction,13587,2025-03-25 18:14:20,rule_engine,1.0,high,investigated,116.66
81452,transaction,13590,2025-01-01 22:09:45,ml_model,0.6538,medium,pending,71.11
81453,transaction,13591,2025-01-24 12:12:35,ml_model,0.7322,high,pending,0.0
81454,transaction,13592,2025-02-22 15:58:09,ml_model,0.3567,low,auto_closed,0.0
81455,transaction,13598,2025-01-27 04:11:43,ml_model,0.7265,high,investigated,44.29
81456,transaction,13608,2025-03-08 11:45:06,rule_engine,0.1273,low,auto_closed,0.0
81457,transaction,13620,2025-02-26 22:29:45,ml_model,0.4019,medium,investigated,186.79
81458,transaction,13646,2025-01-12 22:07:29,rule_engine,0.5172,medium,investigated,0.0
81459,transaction,13660,2025-02-03 03:02:08,ml_model,0.3831,low,auto_closed,0.0
81460,transaction,13662,2025-02-06 23:51:40,rule_engine,0.7426,high,investigated,120.58
81461,transaction,13672,2025-01-16 01:06:30,ml_model,0.7175,high,investigated,54.95
81462,transaction,13689,2025-03-08 11:41:32,anomaly_detector,0.2787,low,auto_closed,0.0
81463,transaction,13700,2025-01-05 22:10:27,ml_model,1.0,high,pending,26.75
81464,transaction,13713,2025-01-02 06:08:29,anomaly_detector,0.9034,high,investigated,35.67
81465,transaction,13727,2025-02-25 11:54:59,ml_model,0.491,medium,investigated,62.44
81466,transaction,13737,2025-02-28 11:24:45,ml_model,0.5603,medium,pending,0.0
81467,transaction,13751,2025-02-24 21:13:54,rule_engine,0.4329,medium,auto_closed,0.0
81468,transaction,13765,2025-01-19 10:41:35,rule_engine,0.7755,high,investigated,113.49
81469,transaction,13766,2025-01-28 12:24:12,rule_engine,0.3897,low,auto_closed,0.0
81470,transaction,13780,2025-03-29 18:17:47,ml_model,0.5779,medium,pending,0.0
81471,transaction,13793,2025-01-02 09:27:22,ml_model,0.5595,medium,auto_closed,0.0
81472,transaction,13801,2025-01-02 09:59:28,ml_model,0.3592,low,pending,0.0
81473,transaction,13818,2025-02-12 06:45:01,anomaly_detector,0.6406,medium,auto_closed,0.0
81474,transaction,13824,2025-01-15 07:53:13,ml_model,0.2239,low,pending,0.0
81475,transaction,13829,2025-02-16 18:12:51,anomaly_detector,0.4683,medium,pending,0.0
81476,transaction,13842,2025-01-12 18:21:58,anomaly_detector,0.5081,medium,investigated,63.35
81477,transaction,13847,2025-03-04 19:08:37,ml_model,0.8186,high,investigated,73.56
81478,transaction,13869,2025-03-16 05:11:15,ml_model,1.0,high,pending,237.66
81479,transaction,13879,2025-01-31 05:31:16,ml_model,0.4591,medium,pending,0.0
81480,transaction,13883,2025-03-19 05:06:07,ml_model,0.9586,high,investigated,94.89
81481,transaction,13890,2025-02-18 23:44:38,anomaly_detector,0.3197,low,auto_closed,0.0
81482,transaction,13899,2025-03-15 15:09:14,anomaly_detector,0.3501,low,investigated,0.0
81483,transaction,13913,2025-01-04 03:03:02,ml_model,0.4959,medium,pending,0.0
81484,transaction,13914,2025-01-07 19:36:04,ml_model,0.3516,low,auto_closed,0.0
81485,transaction,13925,2025-03-23 11:24:24,rule_engine,0.6362,medium,auto_closed,0.0
81486,transaction,13935,2025-01-14 13:39:50,ml_model,0.5737,medium,investigated,0.0
81487,transaction,13936,2025-01-15 19:36:59,anomaly_detector,0.8918,high,auto_closed,0.0
81488,transaction,13974,2025-02-02 14:50:44,ml_model,0.4729,medium,investigated,42.2
81489,transaction,13975,2025-02-13 07:01:54,rule_engine,0.9499,high,pending,14.46
81490,transaction,13979,2025-03-11 00:56:49,anomaly_detector,0.5659,medium,auto_closed,0.0
81491,transaction,13983,2025-01-22 11:59:40,rule_engine,0.0942,low,auto_closed,0.0
81492,transaction,14010,2025-01-10 14:45:17,ml_model,0.8261,high,investigated,48.5
81493,transaction,14013,2025-01-23 02:08:44,ml_model,0.5702,medium,auto_closed,83.81
81494,transaction,14016,2025-03-07 16:23:40,rule_engine,1.0,high,investigated,88.97
81495,transaction,14051,2025-01-23 21:12:15,ml_model,1.0,high,investigated,16.59
81496,transaction,14052,2025-02-06 08:17:16,ml_model,0.8275,high,investigated,72.46
81497,transaction,14053,2025-02-07 11:56:47,anomaly_detector,0.5208,medium,pending,0.0
81498,transaction,14061,2025-02-03 08:55:39,rule_engine,0.6714,medium,investigated,78.0
81499,transaction,14065,2025-02-25 00:20:26,anomaly_detector,0.4241,medium,auto_closed,0.0
81500,transaction,14084,2025-03-20 12:48:15,rule_engine,0.6481,medium,investigated,46.66
81501,transaction,14086,2025-01-13 22:01:57,rule_engine,0.3259,low,pending,0.0
81502,transaction,14107,2025-02-16 23:10:05,rule_engine,0.2478,low,pending,0.0
81503,transaction,14127,2025-03-20 00:17:55,rule_engine,0.5408,medium,investigated,0.0
81504,transaction,14140,2025-02-18 10:05:50,rule_engine,0.4483,medium,auto_closed,32.02
81505,transaction,14144,2025-03-25 20:51:40,rule_engine,0.4677,medium,auto_closed,0.0
81506,transaction,14152,2025-02-13 19:39:24,rule_engine,0.8896,high,investigated,179.96
81507,transaction,14155,2025-03-19 17:10:59,rule_engine,0.3528,low,auto_closed,0.0
81508,transaction,14158,2025-01-31 14:29:10,rule_engine,0.1522,low,auto_closed,0.0
81509,transaction,14159,2025-01-01 07:16:06,ml_model,0.8667,high,investigated,148.14
81510,transaction,14166,2025-02-22 09:59:48,ml_model,0.2259,low,investigated,0.0
81511,transaction,14177,2025-03-10 03:16:05,ml_model,0.5231,medium,pending,141.7
81512,transaction,14187,2025-03-03 07:18:41,rule_engine,0.7489,high,auto_closed,0.0
81513,transaction,14192,2025-02-01 15:51:16,rule_engine,0.0266,low,pending,0.0
81514,transaction,14205,2025-03-29 11:27:30,rule_engine,0.3584,low,pending,0.0
81515,transaction,14210,2025-01-12 03:43:23,rule_engine,0.6461,medium,pending,0.0
81516,transaction,14228,2025-01-30 01:20:15,rule_engine,0.5361,medium,pending,179.35
81517,transaction,14230,2025-02-21 08:23:06,anomaly_detector,0.4034,medium,investigated,0.0
81518,transaction,14233,2025-01-05 16:27:42,rule_engine,0.3747,low,auto_closed,0.0
81519,transaction,14238,2025-01-13 08:18:58,ml_model,0.2949,low,auto_closed,0.0
81520,transaction,14247,2025-02-02 16:06:41,ml_model,0.8145,high,investigated,140.71
81521,transaction,14262,2025-01-30 06:56:14,anomaly_detector,1.0,high,auto_closed,45.0
81522,transaction,14270,2025-02-20 21:07:40,ml_model,0.6132,medium,investigated,31.44
81523,transaction,14288,2025-03-26 09:06:13,anomaly_detector,0.0697,low,pending,0.0
81524,transaction,14289,2025-03-29 20:22:30,anomaly_detector,0.2546,low,pending,0.0
81525,transaction,14301,2025-02-26 16:18:29,rule_engine,0.2726,low,investigated,0.0
81526,transaction,14315,2025-03-02 20:08:39,anomaly_detector,0.8656,high,investigated,72.67
81527,transaction,14328,2025-02-28 10:31:32,ml_model,0.6264,medium,auto_closed,68.21
81528,transaction,14330,2025-03-27 19:07:09,anomaly_detector,0.6047,medium,investigated,0.0
81529,transaction,14335,2025-01-20 21:47:00,ml_model,0.3366,low,pending,0.0
81530,transaction,14347,2025-01-28 07:47:36,rule_engine,0.638,medium,investigated,0.0
81531,transaction,14358,2025-02-06 09:44:33,ml_model,0.2761,low,auto_closed,0.0
81532,transaction,14361,2025-03-09 23:41:27,ml_model,0.4224,medium,investigated,93.14
81533,transaction,14364,2025-01-26 08:26:28,rule_engine,0.6467,medium,investigated,63.73
81534,transaction,14392,2025-03-07 01:02:20,rule_engine,0.3727,low,pending,0.0
81535,transaction,14395,2025-01-06 15:35:18,rule_engine,0.5825,medium,auto_closed,0.0
81536,transaction,14396,2025-01-08 09:31:13,rule_engine,0.6996,medium,auto_closed,0.0
81537,transaction,14407,2025-02-16 03:20:32,ml_model,0.7068,high,investigated,48.68
81538,transaction,14427,2025-03-21 12:59:12,ml_model,0.9427,high,investigated,128.77
81539,transaction,14433,2025-03-03 12:02:13,rule_engine,0.5053,medium,investigated,55.94
81540,transaction,14436,2025-01-10 23:30:24,anomaly_detector,0.1625,low,investigated,0.0
81541,transaction,14437,2025-01-15 17:13:00,anomaly_detector,0.4763,medium,pending,0.0
81542,transaction,14459,2025-01-16 04:37:04,rule_engine,0.0178,low,investigated,0.0
81543,transaction,14467,2025-01-15 23:54:32,rule_engine,0.4232,medium,pending,0.0
81544,transaction,14479,2025-02-07 04:14:24,ml_model,0.3095,low,pending,0.0
81545,transaction,14484,2025-02-06 18:45:18,rule_engine,0.3943,low,pending,0.0
81546,transaction,14485,2025-02-25 02:29:28,rule_engine,0.4775,medium,pending,0.0
81547,transaction,14488,2025-01-27 04:16:15,ml_model,0.6198,medium,pending,0.0
81548,transaction,14496,2025-03-12 06:41:39,ml_model,0.5813,medium,auto_closed,18.84
81549,transaction,14515,2025-03-14 16:24:45,anomaly_detector,0.5816,medium,auto_closed,0.0
81550,transaction,14520,2025-02-20 07:37:17,anomaly_detector,0.8113,high,auto_closed,33.42
81551,transaction,14525,2025-02-05 18:01:52,rule_engine,0.1772,low,auto_closed,0.0
81552,transaction,14527,2025-02-21 02:49:04,anomaly_detector,0.8094,high,pending,0.0
81553,transaction,14534,2025-03-24 09:39:36,rule_engine,0.1918,low,pending,0.0
81554,transaction,14538,2025-01-29 11:59:26,rule_engine,0.2792,low,pending,0.0
81555,transaction,14545,2025-01-29 07:23:45,rule_engine,0.3612,low,auto_closed,0.0
81556,transaction,14574,2025-03-28 00:58:12,ml_model,0.2282,low,pending,0.0
81557,transaction,14575,2025-01-18 09:15:52,rule_engine,0.7,high,auto_closed,0.0
81558,transaction,14582,2025-03-03 18:02:54,anomaly_detector,0.3439,low,auto_closed,0.0
81559,transaction,14622,2025-03-18 10:07:21,ml_model,0.5668,medium,investigated,60.97
81560,transaction,14632,2025-03-04 04:10:27,anomaly_detector,0.5155,medium,pending,0.0
81561,transaction,14637,2025-03-02 14:17:07,rule_engine,0.358,low,auto_closed,0.0
81562,transaction,14643,2025-02-04 20:01:09,ml_model,1.0,high,investigated,52.52
81563,transaction,14663,2025-02-17 16:26:43,rule_engine,1.0,high,investigated,113.14
81564,transaction,14666,2025-03-18 16:26:20,anomaly_detector,0.7964,high,investigated,128.29
81565,transaction,14670,2025-03-13 10:28:55,ml_model,0.8186,high,pending,28.11
81566,transaction,14679,2025-03-05 12:57:50,ml_model,0.2236,low,investigated,0.0
81567,transaction,14680,2025-03-15 09:01:14,anomaly_detector,0.4704,medium,auto_closed,0.0
81568,transaction,14690,2025-01-06 03:04:10,ml_model,0.8192,high,auto_closed,0.0
81569,transaction,14694,2025-01-21 01:10:43,anomaly_detector,0.048,low,pending,0.0
81570,transaction,14718,2025-02-08 11:28:47,rule_engine,0.5493,medium,pending,79.81
81571,transaction,14726,2025-01-30 22:23:43,ml_model,0.6658,medium,investigated,124.0
81572,transaction,14730,2025-01-04 14:04:07,anomaly_detector,0.7537,high,investigated,88.63
81573,transaction,14732,2025-01-13 22:40:27,ml_model,0.5163,medium,investigated,42.97
81574,transaction,14747,2025-02-20 21:15:21,rule_engine,0.3752,low,pending,0.0
81575,transaction,14758,2025-01-26 02:58:59,anomaly_detector,0.6816,medium,investigated,64.5
81576,transaction,14761,2025-02-22 06:48:37,ml_model,0.5589,medium,pending,0.0
81577,transaction,14764,2025-03-08 03:31:56,rule_engine,0.5616,medium,investigated,35.47
81578,transaction,14766,2025-03-15 22:50:58,rule_engine,0.1537,low,auto_closed,0.0
81579,transaction,14770,2025-01-16 22:06:26,rule_engine,0.1812,low,auto_closed,0.0
81580,transaction,14788,2025-01-26 06:47:41,anomaly_detector,0.4384,medium,investigated,36.81
81581,transaction,14789,2025-02-07 05:33:16,anomaly_detector,0.3775,low,auto_closed,0.0
81582,transaction,14806,2025-02-11 06:35:54,rule_engine,0.6906,medium,auto_closed,0.0
81583,transaction,14813,2025-03-01 14:06:54,ml_model,0.387,low,pending,0.0
81584,transaction,14816,2025-01-29 00:59:28,rule_engine,0.4133,medium,pending,0.0
81585,transaction,14832,2025-03-13 15:25:19,anomaly_detector,0.2457,low,investigated,0.0
81586,transaction,14846,2025-03-03 03:26:18,anomaly_detector,0.1699,low,investigated,0.0
81587,transaction,14857,2025-02-12 15:32:54,rule_engine,0.2516,low,pending,0.0
81588,transaction,14868,2025-02-14 09:04:08,rule_engine,0.2932,low,auto_closed,0.0
81589,transaction,14876,2025-03-19 10:30:15,rule_engine,0.5282,medium,pending,0.0
81590,transaction,14904,2025-03-01 09:52:02,ml_model,1.0,high,investigated,83.69
81591,transaction,14906,2025-02-11 02:46:31,anomaly_detector,0.3228,low,investigated,0.0
81592,transaction,14911,2025-01-06 15:06:44,anomaly_detector,0.1328,low,auto_closed,0.0
81593,transaction,14923,2025-01-07 16:03:38,rule_engine,0.2379,low,pending,0.0
81594,transaction,14939,2025-01-19 02:18:47,ml_model,0.4528,medium,auto_closed,0.0
81595,transaction,14948,2025-02-06 17:05:11,ml_model,0.6966,medium,auto_closed,74.11
81596,transaction,14952,2025-03-20 23:28:26,anomaly_detector,0.1462,low,investigated,0.0
81597,transaction,14956,2025-01-27 17:41:58,anomaly_detector,0.3329,low,auto_closed,0.0
81598,transaction,14957,2025-01-02 07:15:24,anomaly_detector,0.5604,medium,auto_closed,0.0
81599,transaction,14968,2025-03-19 14:25:16,rule_engine,0.2863,low,pending,0.0
81600,transaction,14990,2025-03-12 15:51:59,ml_model,0.3498,low,pending,165.98
81601,transaction,14993,2025-03-14 10:43:07,rule_engine,0.9245,high,auto_closed,30.05
81602,transaction,15003,2025-02-22 14:41:20,ml_model,0.8194,high,investigated,68.58
81603,transaction,15008,2025-01-19 12:11:49,ml_model,0.2455,low,pending,0.0
81604,transaction,15029,2025-03-11 15:03:59,ml_model,0.2672,low,pending,0.0
81605,transaction,15076,2025-02-14 14:12:47,ml_model,0.223,low,investigated,0.0
81606,transaction,15082,2025-03-28 17:43:22,rule_engine,0.6872,medium,investigated,43.7
81607,transaction,15084,2025-02-04 21:58:23,rule_engine,0.5654,medium,auto_closed,29.28
81608,transaction,15091,2025-01-25 02:19:00,rule_engine,0.308,low,auto_closed,0.0
81609,transaction,15092,2025-01-25 15:12:54,rule_engine,0.8447,high,pending,147.78
81610,transaction,15098,2025-03-31 18:53:26,anomaly_detector,0.7264,high,auto_closed,99.16
81611,transaction,15128,2025-02-25 05:37:29,ml_model,0.2145,low,investigated,0.0
81612,transaction,15131,2025-03-24 11:14:56,anomaly_detector,0.5438,medium,pending,0.0
81613,transaction,15148,2025-02-12 06:57:48,rule_engine,0.6684,medium,pending,0.0
81614,transaction,15149,2025-03-06 22:51:42,rule_engine,0.0628,low,investigated,0.0
81615,transaction,15165,2025-01-26 14:29:25,rule_engine,0.6247,medium,investigated,78.03
81616,transaction,15172,2025-01-07 02:48:11,ml_model,0.1502,low,auto_closed,0.0
81617,transaction,15174,2025-01-29 00:27:54,rule_engine,0.2188,low,pending,0.0
81618,transaction,15177,2025-02-18 13:53:32,ml_model,0.2336,low,auto_closed,0.0
81619,transaction,15182,2025-03-27 14:25:32,rule_engine,0.3315,low,auto_closed,0.0
81620,transaction,15201,2025-01-24 08:54:09,rule_engine,0.3478,low,investigated,126.82
81621,transaction,15205,2025-03-13 06:03:40,ml_model,0.6658,medium,pending,0.0
81622,transaction,15211,2025-02-08 22:36:21,anomaly_detector,1.0,high,investigated,35.96
81623,transaction,15214,2025-03-12 11:24:32,rule_engine,0.2104,low,pending,0.0
81624,transaction,15225,2025-03-31 07:10:46,rule_engine,0.0384,low,pending,0.0
81625,transaction,15247,2025-03-08 07:15:11,anomaly_detector,0.4942,medium,investigated,0.0
81626,transaction,15253,2025-03-22 13:51:33,rule_engine,0.4509,medium,investigated,126.87
81627,transaction,15273,2025-01-24 13:30:48,rule_engine,0.123,low,pending,0.0
81628,transaction,15274,2025-02-08 11:09:13,ml_model,0.7943,high,investigated,50.88
81629,transaction,15292,2025-03-29 03:01:12,rule_engine,0.1501,low,auto_closed,0.0
81630,transaction,15295,2025-02-03 07:06:17,rule_engine,0.4111,medium,auto_closed,32.04
81631,transaction,15297,2025-02-22 07:57:06,ml_model,1.0,high,investigated,189.31
81632,transaction,15299,2025-03-16 07:49:40,ml_model,0.5764,medium,auto_closed,0.0
81633,transaction,15302,2025-01-20 03:18:01,ml_model,0.4125,medium,pending,0.0
81634,transaction,15308,2025-01-21 19:49:26,ml_model,0.3582,low,investigated,0.0
81635,transaction,15310,2025-02-03 22:18:41,ml_model,0.4361,medium,pending,0.0
81636,transaction,15318,2025-03-30 03:09:02,rule_engine,0.4656,medium,auto_closed,41.77
81637,transaction,15331,2025-01-26 04:49:47,rule_engine,0.4975,medium,pending,0.0
81638,transaction,15336,2025-03-15 05:13:55,ml_model,0.4279,medium,pending,0.0
81639,transaction,15347,2025-02-15 12:56:34,rule_engine,0.724,high,pending,0.0
81640,transaction,15371,2025-03-23 15:31:17,ml_model,0.6235,medium,auto_closed,0.0
81641,transaction,15374,2025-02-07 18:00:00,rule_engine,0.6383,medium,pending,0.0
81642,transaction,15379,2025-03-24 09:43:50,anomaly_detector,0.5221,medium,investigated,28.21
81643,transaction,15382,2025-03-02 07:28:30,ml_model,0.5158,medium,pending,118.68
81644,transaction,15394,2025-03-18 08:13:49,anomaly_detector,0.5869,medium,auto_closed,0.0
81645,transaction,15398,2025-02-09 01:22:22,rule_engine,0.7772,high,investigated,147.08
81646,transaction,15410,2025-03-28 22:15:08,ml_model,0.8545,high,investigated,22.29
81647,transaction,15412,2025-01-11 12:03:09,rule_engine,0.3931,low,auto_closed,0.0
81648,transaction,15424,2025-01-10 07:36:18,rule_engine,0.609,medium,investigated,50.44
81649,transaction,15428,2025-01-24 04:05:58,rule_engine,0.9572,high,investigated,121.63
81650,transaction,15431,2025-03-01 17:12:31,ml_model,1.0,high,investigated,69.4
81651,transaction,15446,2025-01-21 15:49:09,rule_engine,0.5537,medium,pending,0.0
81652,transaction,15451,2025-03-14 09:06:16,ml_model,0.4955,medium,pending,0.0
81653,transaction,15466,2025-02-14 11:41:38,rule_engine,0.7361,high,auto_closed,52.75
81654,transaction,15474,2025-03-24 03:05:10,rule_engine,0.3723,low,auto_closed,0.0
81655,transaction,15491,2025-01-01 12:08:13,ml_model,0.7476,high,investigated,79.77
81656,transaction,15498,2025-02-28 13:27:55,anomaly_detector,0.6961,medium,investigated,0.0
81657,transaction,15512,2025-02-03 04:31:24,rule_engine,0.2529,low,auto_closed,0.0
81658,transaction,15513,2025-02-03 09:07:10,anomaly_detector,0.8534,high,investigated,92.12
81659,transaction,15525,2025-01-11 15:45:08,anomaly_detector,0.3133,low,investigated,54.91
81660,transaction,15534,2025-02-02 20:49:44,rule_engine,0.6331,medium,investigated,0.0
81661,transaction,15541,2025-03-25 17:31:15,rule_engine,0.532,medium,investigated,0.0
81662,transaction,15543,2025-01-08 10:25:25,ml_model,0.8881,high,pending,32.92
81663,transaction,15551,2025-02-18 15:12:58,ml_model,0.3287,low,pending,0.0
81664,transaction,15552,2025-01-02 19:05:30,rule_engine,0.6628,medium,auto_closed,0.0
81665,transaction,15577,2025-01-04 08:32:35,ml_model,0.1762,low,pending,0.0
81666,transaction,15580,2025-03-02 01:42:13,ml_model,0.5272,medium,auto_closed,0.0
81667,transaction,15609,2025-02-27 22:58:59,anomaly_detector,0.35,low,auto_closed,0.0
81668,transaction,15619,2025-01-20 16:25:38,ml_model,0.3522,low,auto_closed,0.0
81669,transaction,15622,2025-01-25 16:54:51,rule_engine,0.3297,low,investigated,0.0
81670,transaction,15632,2025-03-03 21:50:58,anomaly_detector,0.1133,low,auto_closed,0.0
81671,transaction,15642,2025-01-21 05:16:23,ml_model,0.7863,high,pending,0.0
